championship_id;date;patch;blue_side;red_side;winner;blue_bans;red_bans;blue_picks;red_picks;blue_roster;red_roster
2014_Season_World_Championship/Match_History;2014-10-05;4.14;Star Horn Royal Club;EDward Gaming;Star Horn Royal Club;['Maokai', 'Alistar', 'Lucian'];['Rengar', 'Zilean', 'Fizz'];['Ryze', 'Jarvan IV', 'Orianna', 'Tristana', 'Janna'];"['Rumble', ""Kha'Zix"", 'Syndra', 'Twitch', 'Thresh']";['Cola (Jiang Nan)', 'InSec', 'Corn (Lei Wen)', 'Uzi (Jian Zi-Hao)', 'Zero (Yoon Kyung-sup)'];['Koro1', 'Clearlove', 'U', 'NaMei', 'Fzzf']
2014_Season_World_Championship/Match_History;2014-10-05;4.14;EDward Gaming;Star Horn Royal Club;EDward Gaming;['Rengar', 'Yasuo', 'Janna'];['Maokai', 'Zilean', 'Alistar'];"['Ryze', ""Kha'Zix"", 'Orianna', 'Lucian', 'Braum']";['Irelia', 'Lee Sin', 'Fizz', 'Vayne', 'Thresh'];['Koro1', 'Clearlove', 'U', 'NaMei', 'Fzzf'];['Cola (Jiang Nan)', 'InSec', 'Corn (Lei Wen)', 'Uzi (Jian Zi-Hao)', 'Zero (Yoon Kyung-sup)']
2014_Season_World_Championship/Match_History;2014-10-05;4.14;Star Horn Royal Club;EDward Gaming;EDward Gaming;"['Maokai', 'Alistar', ""Kha'Zix""]";['Rengar', 'Zilean', 'Janna'];['Rumble', 'Lee Sin', 'Orianna', 'Twitch', 'Nami'];['Ryze', 'Evelynn', 'Syndra', 'Lucian', 'Thresh'];['Cola (Jiang Nan)', 'InSec', 'Corn (Lei Wen)', 'Uzi (Jian Zi-Hao)', 'Zero (Yoon Kyung-sup)'];['Koro1', 'Clearlove', 'U', 'NaMei', 'Fzzf']
2014_Season_World_Championship/Match_History;2014-10-05;4.14;EDward Gaming;Star Horn Royal Club;Star Horn Royal Club;['Rengar', 'Yasuo', 'Fizz'];['Maokai', 'Zilean', 'Alistar'];"['Ryze', ""Kha'Zix"", 'Zed', 'Lucian', 'Thresh']";['Rumble', 'Lee Sin', 'Orianna', 'Twitch', 'Janna'];['Koro1', 'Clearlove', 'U', 'NaMei', 'Fzzf'];['Cola (Jiang Nan)', 'InSec', 'Corn (Lei Wen)', 'Uzi (Jian Zi-Hao)', 'Zero (Yoon Kyung-sup)']
2014_Season_World_Championship/Match_History;2014-10-05;4.14;Star Horn Royal Club;EDward Gaming;Star Horn Royal Club;['Maokai', 'Alistar', 'Rumble'];['Rengar', 'Zilean', 'Fizz'];"['Ryze', ""Kha'Zix"", 'Lulu', 'Lucian', 'Nami']";['Kayle', 'Lee Sin', 'Orianna', 'Tristana', 'Janna'];['Cola (Jiang Nan)', 'InSec', 'Corn (Lei Wen)', 'Uzi (Jian Zi-Hao)', 'Zero (Yoon Kyung-sup)'];['Koro1', 'Clearlove', 'U', 'NaMei', 'Fzzf']
2014_Season_World_Championship/Match_History;2014-10-04;4.14;Cloud9;Samsung Blue;Samsung Blue;['Thresh', 'Zed', 'Ryze'];['Zilean', 'Alistar', 'Lucian'];['Rumble', 'Lee Sin', 'Talon', 'Corki', 'Braum'];['Maokai', 'Rengar', 'Yasuo', 'Twitch', 'Nami'];['Balls', 'Meteos', 'Hai', 'Sneaky', 'LemonNation'];['Acorn', 'Spirit', 'Dade', 'Deft', 'Heart']
2014_Season_World_Championship/Match_History;2014-10-04;4.14;Samsung Blue;Cloud9;Samsung Blue;['Lucian', 'Alistar', 'Thresh'];['Yasuo', 'Zed', 'Zilean'];['Maokai', 'Lee Sin', 'Jayce', 'Corki', 'Braum'];"['Rumble', ""Kha'Zix"", 'Syndra', 'Graves', 'Janna']";['Acorn', 'Spirit', 'Dade', 'Deft', 'Heart'];['Balls', 'Meteos', 'Hai', 'Sneaky', 'LemonNation']
2014_Season_World_Championship/Match_History;2014-10-04;4.14;Cloud9;Samsung Blue;Samsung Blue;['Yasuo', 'Lee Sin', 'Ryze'];['Zilean', 'Alistar', 'Lucian'];['Maokai', 'Elise', 'Zed', 'Corki', 'Morgana'];"['Rumble', ""Kha'Zix"", 'Twisted Fate', 'Twitch', 'Thresh']";['Balls', 'Meteos', 'Hai', 'Sneaky', 'LemonNation'];['Acorn', 'Spirit', 'Dade', 'Deft', 'Heart']
2014_Season_World_Championship/Match_History;2014-10-04;4.14;Samsung Blue;Cloud9;Cloud9;['Zed', 'Alistar', 'Maokai'];['Yasuo', 'Lee Sin', 'Zilean'];['Nidalee', 'Elise', 'Jayce', 'Tristana', 'Thresh'];"['Ryze', ""Kha'Zix"", 'Syndra', 'Lucian', 'Morgana']";['Acorn', 'Spirit', 'Dade', 'Deft', 'Heart'];['Balls', 'Meteos', 'Hai', 'Sneaky', 'LemonNation']
2014_Season_World_Championship/Match_History;2014-10-03;4.14;TSM;Samsung White;Samsung White;['Zilean', 'Rumble', 'Ryze'];['Orianna', 'Alistar', 'Maokai'];"['Dr. Mundo', ""Kha'Zix"", 'Ahri', 'Lucian', 'Thresh']";['Kayle', 'Lee Sin', 'Yasuo', 'Twitch', 'Braum'];['Dyrus', 'Amazing (Maurice Stückenschneider)', 'Bjergsen', 'WildTurtle', 'Lustboy'];['Looper', 'Dandy', 'PawN', 'Imp', 'Mata']
2014_Season_World_Championship/Match_History;2014-10-03;4.14;Samsung White;TSM;TSM;['Orianna', 'Lee Sin', 'Rumble'];['Alistar', 'Zilean', 'Maokai'];"['Dr. Mundo', ""Kha'Zix"", 'Kassadin', 'Tristana', 'Morgana']";['Ryze', 'Jarvan IV', 'Yasuo', 'Lucian', 'Thresh'];['Looper', 'Dandy', 'PawN', 'Imp', 'Mata'];['Dyrus', 'Amazing (Maurice Stückenschneider)', 'Bjergsen', 'WildTurtle', 'Lustboy']
2014_Season_World_Championship/Match_History;2014-10-03;4.14;TSM;Samsung White;Samsung White;['Zilean', 'Rumble', 'Thresh'];['Orianna', 'Alistar', 'Lee Sin'];['Maokai', 'Jarvan IV', 'Zed', 'Corki', 'Nami'];"['Singed', ""Kha'Zix"", 'Fizz', 'Twitch', 'Janna']";['Dyrus', 'Amazing (Maurice Stückenschneider)', 'Bjergsen', 'WildTurtle', 'Lustboy'];['Looper', 'Dandy', 'PawN', 'Imp', 'Mata']
2014_Season_World_Championship/Match_History;2014-10-03;4.14;Samsung White;TSM;Samsung White;['Orianna', 'Lee Sin', 'Rumble'];['Alistar', 'Zilean', 'Maokai'];['Ryze', 'Elise', 'Jayce', 'Twitch', 'Thresh'];"['Lulu', ""Kha'Zix"", 'Zed', 'Lucian', 'Janna']";['Looper', 'Dandy', 'PawN', 'Imp', 'Mata'];['Dyrus', 'Amazing (Maurice Stückenschneider)', 'Bjergsen', 'WildTurtle', 'Lustboy']
2014_Season_World_Championship/Match_History;2014-09-28;4.14;NaJin White Shield;Cloud9;NaJin White Shield;['Rumble', 'Syndra', 'Alistar'];['Thresh', 'Ryze', 'Maokai'];['Kassadin', 'Lee Sin', 'Zed', 'Lucian', 'Zilean'];['Nidalee', 'Elise', 'Talon', 'Corki', 'Janna'];['Save', 'Watch', 'Ggoong', 'Zefa', 'GorillA'];['Balls', 'Meteos', 'Hai', 'Sneaky', 'LemonNation']
2014_Season_World_Championship/Match_History;2014-09-28;4.14;Oh My God;LMQ;Oh My God;['Twitch', 'Jarvan IV', 'Rumble'];['Zilean', 'Ryze', 'Alistar'];"['Maokai', ""Kha'Zix"", 'Orianna', 'Lucian', 'Janna']";"['Lulu', 'Lee Sin', 'Xerath', ""Kog'Maw"", 'Thresh']";['Gogoing', 'Loveling', 'Cool', 'San (Guo Jun-Liang)', 'DaDa777'];['Ackerman (Xiao Wang)', 'NoName (Zhou Qi-Lin)', 'XiaoWeiXiao', 'Vasilii', 'Mor']
2014_Season_World_Championship/Match_History;2014-09-28;4.14;Cloud9;NaJin White Shield;Cloud9;['Thresh', 'Lee Sin', 'Ryze'];['Maokai', 'Zilean', 'Alistar'];"['Rumble', ""Kha'Zix"", 'Zed', 'Corki', 'Janna']";['Kayle', 'Elise', 'Ahri', 'Twitch', 'Nami'];['Balls', 'Meteos', 'Hai', 'Sneaky', 'LemonNation'];['Save', 'Watch', 'Ggoong', 'Zefa', 'GorillA']
2014_Season_World_Championship/Match_History;2014-09-28;4.14;Fnatic;Samsung Blue;Samsung Blue;"['Twitch', 'Yasuo', ""Kha'Zix""]";['Zilean', 'Alistar', 'Lucian'];['Rumble', 'Lee Sin', 'Zed', 'Tristana', 'Janna'];['Maokai', 'Elise', 'Talon', 'Corki', 'Thresh'];['SOAZ', 'Cyanide', 'XPeke', 'Rekkles', 'YellOwStar'];['Acorn', 'Spirit', 'Dade', 'Deft', 'Heart']
2014_Season_World_Championship/Match_History;2014-09-28;4.14;KaBuM! Esports;Alliance;KaBuM! Esports;['Lee Sin', 'Maokai', 'Irelia'];['Syndra', 'Zilean', 'Alistar'];['Ryze', 'Elise', 'Ahri', 'Jinx', 'Morgana'];"['Kayle', ""Kha'Zix"", 'Fizz', 'Twitch', 'Thresh']";['LEP', 'Danagorn', 'TinOwns', 'Minerva', 'Dans'];['Wickd', 'Shook', 'Froggen', 'Tabzz', 'Nyph']
2014_Season_World_Championship/Match_History;2014-09-28;4.14;LMQ;Samsung Blue;Samsung Blue;['Zed', 'Yasuo', 'Lee Sin'];['Zilean', 'Thresh', 'Alistar'];"['Rumble', 'Jarvan IV', 'Orianna', ""Kog'Maw"", 'Nami']";['Maokai', 'Rengar', 'Kassadin', 'Twitch', 'Janna'];['Ackerman (Xiao Wang)', 'NoName (Zhou Qi-Lin)', 'XiaoWeiXiao', 'Vasilii', 'Mor'];['Acorn', 'Spirit', 'Dade', 'Deft', 'Heart']
2014_Season_World_Championship/Match_History;2014-09-28;4.14;KaBuM! Esports;Cloud9;Cloud9;['Zed', 'Maokai', 'Rumble'];['Alistar', 'Zilean', 'Lee Sin'];['Ryze', 'Elise', 'Syndra', 'Jinx', 'Thresh'];"['Kayle', ""Kha'Zix"", 'Xerath', 'Lucian', 'Morgana']";['LEP', 'Danagorn', 'TinOwns', 'Minerva', 'Dans'];['Balls', 'Meteos', 'Hai', 'Sneaky', 'LemonNation']
2014_Season_World_Championship/Match_History;2014-09-27;4.14;Alliance;NaJin White Shield;Alliance;['Nidalee', 'Thresh', 'Zed'];['Rammus', 'Alistar', 'Maokai'];"['Irelia', 'Lee Sin', 'Ahri', ""Kog'Maw"", 'Zilean']";"['Ryze', ""Kha'Zix"", 'Orianna', 'Tristana', 'Janna']";['Wickd', 'Shook', 'Froggen', 'Tabzz', 'Nyph'];['Save', 'Watch', 'Ggoong', 'Zefa', 'GorillA']
2014_Season_World_Championship/Match_History;2014-09-27;4.14;Oh My God;Samsung Blue;Samsung Blue;['Alistar', 'Thresh', 'Ryze'];['Zilean', 'Maokai', 'Zed'];['Irelia', 'Lee Sin', 'Yasuo', 'Tristana', 'Nami'];"['Kayle', ""Kha'Zix"", 'Orianna', 'Twitch', 'Janna']";['Gogoing', 'Loveling', 'Cool', 'San (Guo Jun-Liang)', 'DaDa777'];['Acorn', 'Spirit', 'Dade', 'Deft', 'Heart']
2014_Season_World_Championship/Match_History;2014-09-27;4.14;KaBuM! Esports;NaJin White Shield;NaJin White Shield;['Thresh', 'Zed', 'Janna'];['Maokai', 'Alistar', 'Jinx'];['Irelia', 'Lee Sin', 'Zilean', 'Tristana', 'Morgana'];"['Ryze', ""Kha'Zix"", 'Lulu', 'Corki', 'Nami']";['LEP', 'Danagorn', 'TinOwns', 'Minerva', 'Dans'];['Save', 'Watch', 'Ggoong', 'Zefa', 'GorillA']
2014_Season_World_Championship/Match_History;2014-09-27;4.14;LMQ;Fnatic;Fnatic;"['Irelia', 'Syndra', ""Kha'Zix""]";['Yasuo', 'Zilean', 'Alistar'];['Maokai', 'Jarvan IV', 'Fizz', 'Tristana', 'Thresh'];['Rumble', 'Lee Sin', 'Lissandra', 'Lucian', 'Janna'];['Ackerman (Xiao Wang)', 'NoName (Zhou Qi-Lin)', 'XiaoWeiXiao', 'Vasilii', 'Mor'];['SOAZ', 'Cyanide', 'XPeke', 'Rekkles', 'YellOwStar']
2014_Season_World_Championship/Match_History;2014-09-27;4.14;Alliance;Cloud9;Alliance;['Rumble', 'Syndra', 'Maokai'];"['Lee Sin', 'Tristana', ""Kha'Zix""]";"['Irelia', 'Rammus', 'Ahri', ""Kog'Maw"", 'Alistar']";['Ryze', 'Jarvan IV', 'Zilean', 'Lucian', 'Morgana'];['Wickd', 'Shook', 'Froggen', 'Tabzz', 'Nyph'];['Balls', 'Meteos', 'Hai', 'Sneaky', 'LemonNation']
2014_Season_World_Championship/Match_History;2014-09-27;4.14;Fnatic;Oh My God;Oh My God;['Yasuo', 'Irelia', 'Zilean'];['None', 'Lee Sin', 'Alistar'];"['Rumble', 'Elise', 'Syndra', ""Kog'Maw"", 'Nami']";"['Ryze', ""Kha'Zix"", 'Zed', 'Lucian', 'Thresh']";['SOAZ', 'Cyanide', 'XPeke', 'Rekkles', 'YellOwStar'];['Gogoing', 'Loveling', 'Cool', 'San (Guo Jun-Liang)', 'DaDa777']
2014_Season_World_Championship/Match_History;2014-09-26;4.14;Samsung Blue;LMQ;Samsung Blue;['Alistar', 'Zilean', 'Nami'];"['Lee Sin', 'Ryze', ""Kog'Maw""]";['Maokai', 'Jarvan IV', 'Yasuo', 'Corki', 'Thresh'];"['Rumble', ""Kha'Zix"", 'Fizz', 'Tristana', 'Braum']";['Acorn', 'Spirit', 'Dade', 'Deft', 'Heart'];['Ackerman (Xiao Wang)', 'NoName (Zhou Qi-Lin)', 'XiaoWeiXiao', 'Vasilii', 'Mor']
2014_Season_World_Championship/Match_History;2014-09-26;4.14;Alliance;KaBuM! Esports;Alliance;['Syndra', 'Jinx', 'Maokai'];['Alistar', 'Ryze', 'Zilean'];['Irelia', 'Lee Sin', 'Fizz', 'Tristana', 'Janna'];"['Rumble', ""Kha'Zix"", 'Orianna', 'Lucian', 'Thresh']";['Wickd', 'Shook', 'Froggen', 'Tabzz', 'Nyph'];['LEP', 'Danagorn', 'TinOwns', 'Minerva', 'Dans']
2014_Season_World_Championship/Match_History;2014-09-26;4.14;Oh My God;Fnatic;Oh My God;['Rumble', 'Alistar', 'Gragas'];['Ryze', 'Lee Sin', 'Maokai'];"['Irelia', 'Evelynn', 'Zilean', ""Kog'Maw"", 'Nami']";"['Lulu', ""Kha'Zix"", 'Kassadin', 'Lucian', 'Thresh']";['Gogoing', 'Loveling', 'Cool', 'San (Guo Jun-Liang)', 'DaDa777'];['SOAZ', 'Cyanide', 'XPeke', 'Rekkles', 'YellOwStar']
2014_Season_World_Championship/Match_History;2014-09-26;4.14;NaJin White Shield;Cloud9;NaJin White Shield;['None', 'Maokai', 'Syndra'];['Alistar', 'Zilean', 'Lee Sin'];['Ryze', 'Elise', 'Zed', 'Corki', 'Thresh'];"['Lulu', ""Kha'Zix"", 'Talon', 'Tristana', 'Nami']";['Save', 'Watch', 'Ggoong', 'Zefa', 'GorillA'];['Balls', 'Meteos', 'Hai', 'Sneaky', 'LemonNation']
2014_Season_World_Championship/Match_History;2014-09-26;4.14;Samsung Blue;Fnatic;Fnatic;['Zilean', 'Alistar', 'Maokai'];"['Twitch', 'Lee Sin', ""Kha'Zix""]";"['Lulu', 'Jarvan IV', 'Zed', ""Kog'Maw"", 'Nami']";['Irelia', 'Elise', 'Ahri', 'Lucian', 'Thresh'];['Acorn', 'Spirit', 'Dade', 'Deft', 'Heart'];['SOAZ', 'Cyanide', 'XPeke', 'Rekkles', 'YellOwStar']
2014_Season_World_Championship/Match_History;2014-09-26;4.14;NaJin White Shield;Alliance;NaJin White Shield;['Fizz', 'Maokai', 'Ryze'];['Nidalee', 'Zed', 'Alistar'];['Riven', 'Lee Sin', 'Lulu', 'Tristana', 'Thresh'];"['Irelia', ""Kha'Zix"", 'Twisted Fate', 'Lucian', 'Zilean']";['Save', 'Watch', 'Ggoong', 'Zefa', 'GorillA'];['Wickd', 'Shook', 'Froggen', 'Tabzz', 'Nyph']
2014_Season_World_Championship/Match_History;2014-09-25;4.14;Cloud9;KaBuM! Esports;Cloud9;"['Kayle', 'Maokai', ""Kha'Zix""]";['Alistar', 'Zilean', 'Zed'];['Ryze', 'Lee Sin', 'Yasuo', 'Tristana', 'Janna'];['Lulu', 'Jarvan IV', 'Syndra', 'Lucian', 'Thresh'];['Balls', 'Meteos', 'Hai', 'Sneaky', 'LemonNation'];['LEP', 'Danagorn', 'TinOwns', 'Minerva', 'Dans']
2014_Season_World_Championship/Match_History;2014-09-25;4.14;Fnatic;LMQ;LMQ;['Twitch', 'Rengar', 'Maokai'];"[""Kha'Zix"", 'Alistar', 'Zilean']";['Lulu', 'Jarvan IV', 'Xerath', 'Tristana', 'Nami'];"['Rumble', 'Lee Sin', 'Yasuo', ""Kog'Maw"", 'Thresh']";['SOAZ', 'Cyanide', 'XPeke', 'Rekkles', 'YellOwStar'];['Ackerman (Xiao Wang)', 'NoName (Zhou Qi-Lin)', 'XiaoWeiXiao', 'Vasilii', 'Mor']
2014_Season_World_Championship/Match_History;2014-09-25;4.14;Cloud9;Alliance;Cloud9;['Ryze', 'Lee Sin', 'Maokai'];['Tristana', 'Alistar', 'Zilean'];"['Rumble', ""Kha'Zix"", 'Syndra', 'Lucian', 'Janna']";"['Kayle', 'Elise', 'Xerath', ""Kog'Maw"", 'Nami']";['Balls', 'Meteos', 'Hai', 'Sneaky', 'LemonNation'];['Wickd', 'Shook', 'Froggen', 'Tabzz', 'Nyph']
2014_Season_World_Championship/Match_History;2014-09-25;4.14;Samsung Blue;Oh My God;Samsung Blue;['Zilean', 'Alistar', 'Ryze'];['Zed', 'Maokai', 'Twisted Fate'];"['Rumble', 'Lee Sin', 'Yasuo', ""Kog'Maw"", 'Nami']";"['Kayle', ""Kha'Zix"", 'Ahri', 'Tristana', 'Thresh']";['Acorn', 'Spirit', 'Dade', 'Deft', 'Heart'];['Gogoing', 'Loveling', 'Cool', 'San (Guo Jun-Liang)', 'DaDa777']
2014_Season_World_Championship/Match_History;2014-09-25;4.14;NaJin White Shield;KaBuM! Esports;NaJin White Shield;['Jinx', 'Maokai', 'Zilean'];['Alistar', 'Lee Sin', 'Twitch'];"['Ryze', ""Kha'Zix"", 'Zed', 'Corki', 'Thresh']";['Kayle', 'Elise', 'Ahri', 'Lucian', 'Janna'];['Save', 'Watch', 'Ggoong', 'Zefa', 'GorillA'];['LEP', 'Danagorn', 'TinOwns', 'Minerva', 'Dans']
2014_Season_World_Championship/Match_History;2014-09-25;4.14;LMQ;Oh My God;LMQ;['Lee Sin', 'Irelia', 'Ryze'];"['Zilean', 'Alistar', ""Kha'Zix""]";['Rumble', 'Jarvan IV', 'Syndra', 'Twitch', 'Thresh'];['Maokai', 'Elise', 'Yasuo', 'Tristana', 'Nami'];['Ackerman (Xiao Wang)', 'NoName (Zhou Qi-Lin)', 'XiaoWeiXiao', 'Vasilii', 'Mor'];['Gogoing', 'Loveling', 'Cool', 'San (Guo Jun-Liang)', 'DaDa777']
2014_Season_World_Championship/Match_History;2014-09-21;4.14;EDward Gaming;Ahq eSports Club;EDward Gaming;['Fizz', 'Twisted Fate', 'Thresh'];['Zilean', 'Alistar', 'Ryze'];['Maokai', 'Rengar', 'Kassadin', 'Lucian', 'Braum'];['Rumble', 'Lee Sin', 'Zed', 'Jinx', 'Leona'];['Koro1', 'Clearlove', 'U', 'NaMei', 'Fzzf'];['Prydz', 'NAZ (Chen Tien-Chih)', 'Westdoor', 'GarnetDevil', 'GreenTea']
