championship_id;date;patch;blue_side;red_side;winner;blue_bans;red_bans;blue_picks;red_picks;blue_roster;red_roster
LLA/2019_Season/Opening_Season;2019-03-23;9.5;Pixel Esports Club;Furious Gaming;Pixel Esports Club;['Ryze', 'Cassiopeia', 'Jayce', 'Fiora', 'Yorick'];['Sylas', 'Vladimir', 'Lissandra', 'LeBlanc', 'Zoe'];"[""Cho'Gath"", 'Lee Sin', 'Corki', 'Kalista', 'Thresh']";['Kennen', 'Jarvan IV', 'Akali', 'Lucian', 'Galio'];['Nipphu', 'QQ', 'TopLop', 'Manu', 'Shmebu'];['Akunma', 'Josedeodo', 'Aloned', 'Zeypher', 'Gralou']
LLA/2019_Season/Opening_Season;2019-03-23;9.5;Kaos Latin Gamers;Rainbow7;Rainbow7;['Irelia', 'Zoe', 'Jayce', 'Swain', 'Yorick'];['Thresh', 'Sylas', 'Ryze', 'Alistar', 'Morgana'];['Lissandra', 'Lee Sin', 'Akali', 'Kalista', 'Lulu'];['Ornn', 'Jarvan IV', 'Corki', 'Vayne', 'Braum'];['Nate', 'Froststrike', 'Zelt', 'Fix', 'Shadow (Facundo Cuello)'];['Acce', 'Grell', 'Leza', 'Nobody (Nicolás Ale)', 'Baula']
LLA/2019_Season/Opening_Season;2019-03-17;9.5;Rainbow7;INFINITY;INFINITY;['LeBlanc', 'Rakan', 'Olaf', 'Nocturne', 'Jarvan IV'];['Cassiopeia', 'Zoe', 'Jayce', 'Ryze', 'Vladimir'];['Aatrox', 'Skarner', 'Swain', 'Vayne', 'Lulu'];['Kennen', 'Lee Sin', 'Lissandra', 'Kalista', 'Braum'];['Acce', 'Grell', 'Leza', 'Nobody (Nicolás Ale)', 'Baula'];['Relic', 'SolidSnake', 'Cotopaco', 'Renyu', 'Arce']
LLA/2019_Season/Opening_Season;2019-03-17;9.5;Isurus;Pixel Esports Club;Pixel Esports Club;['Ryze', 'Zoe', 'Thresh', 'Renekton', 'Cassiopeia'];"['Jayce', 'LeBlanc', 'Kalista', ""Kai'Sa"", 'Ezreal']";['Vladimir', 'Jarvan IV', 'Azir', 'Vayne', 'Galio'];['Lissandra', 'Lee Sin', 'Corki', 'Lucian', 'Braum'];['Buggax', 'Oddie', 'Seiya', 'Warangelus', 'Slow'];['Nipphu', 'QQ', 'TopLop', 'Manu', 'Shmebu']
LLA/2019_Season/Opening_Season;2019-03-17;9.5;Furious Gaming;All Knights;All Knights;['Zoe', 'Jayce', 'LeBlanc', 'Vladimir', 'Yorick'];['Galio', 'Cassiopeia', 'Ryze', 'Kennen', 'Irelia'];['Viktor', 'Olaf', 'Yasuo', 'Lucian', 'Morgana'];['Akali', 'Jarvan IV', 'Lissandra', 'Kalista', 'Alistar'];['Akunma', 'Josedeodo', 'Aloned', 'Zeypher', 'Gralou'];['Parang', 'Hoglet', 'Plugo', 'Zeicro', 'Newbie']
LLA/2019_Season/Opening_Season;2019-03-17;9.5;Kaos Latin Gamers;XTEN Esports;Kaos Latin Gamers;['Zoe', 'Jarvan IV', 'Yasuo', 'Lissandra', 'Irelia'];['Jayce', 'Braum', 'Lee Sin', 'Skarner', 'Nocturne'];"['Kennen', ""Rek'Sai"", 'Ryze', 'Kalista', 'Thresh']";['Aatrox', 'Olaf', 'Syndra', 'Lucian', 'Alistar'];['Nate', 'Froststrike', 'Zelt', 'Fix', 'Shadow (Facundo Cuello)'];['Straight', 'Itsi', 'Xuradel', 'Kindless', 'DCStar']
LLA/2019_Season/Opening_Season;2019-03-16;9.5;Rainbow7;All Knights;Rainbow7;['LeBlanc', 'Ryze', 'Kalista', 'Elise', 'Skarner'];['Alistar', 'Cassiopeia', 'Braum', 'Nocturne', 'Jarvan IV'];"['Ornn', 'Lee Sin', 'Vladimir', ""Kai'Sa"", 'Lulu']";['Jayce', 'Olaf', 'Zoe', 'Ashe', 'Tahm Kench'];['Acce', 'Grell', 'Leza', 'Nobody (Nicolás Ale)', 'Baula'];['Parang', 'Hoglet', 'Plugo', 'Zeicro', 'Newbie']
LLA/2019_Season/Opening_Season;2019-03-16;9.5;INFINITY;XTEN Esports;INFINITY;['Braum', 'Ezreal', 'Ryze', 'Syndra', 'LeBlanc'];['Jayce', 'Zoe', 'Renekton', 'Vladimir', 'Skarner'];['Urgot', 'Nocturne', 'Lissandra', 'Kalista', 'Galio'];['Aatrox', 'Jarvan IV', 'Corki', 'Lucian', 'Thresh'];['Relic', 'SolidSnake', 'Cotopaco', 'Renyu', 'Arce'];['Straight', 'Itsi', 'Xuradel', 'Kindless', 'DCStar']
LLA/2019_Season/Opening_Season;2019-03-16;9.5;Furious Gaming;Isurus;Isurus;['LeBlanc', 'Jarvan IV', 'Vladimir', 'Kalista', 'Tristana'];['Zoe', 'Jayce', 'Irelia', 'Olaf', 'Nocturne'];['Cassiopeia', 'Vi', 'Viktor', 'Lucian', 'Braum'];['Ryze', 'Skarner', 'Azir', 'Vayne', 'Galio'];['Akunma', 'Josedeodo', 'Aloned', 'Zeypher', 'Gralou'];['Buggax', 'Oddie', 'Seiya', 'Warangelus', 'Slow']
LLA/2019_Season/Opening_Season;2019-03-16;9.5;Pixel Esports Club;Kaos Latin Gamers;Pixel Esports Club;['Ryze', 'Tahm Kench', 'Jayce', 'Yorick', 'Fiora'];['Kalista', 'Cassiopeia', 'Vladimir', 'Yasuo', 'Irelia'];"[""Cho'Gath"", 'Skarner', 'Corki', 'Lucian', 'Thresh']";['Gnar', 'Jarvan IV', 'LeBlanc', 'Vayne', 'Braum'];['Nipphu', 'QQ', 'TopLop', 'Manu', 'Shmebu'];['Nate', 'Froststrike', 'Zelt', 'Fix', 'Shadow (Facundo Cuello)']
LLA/2019_Season/Opening_Season;2019-03-10;9.4;Isurus;Kaos Latin Gamers;Isurus;['Cassiopeia', 'Zoe', 'Neeko', 'Yorick', 'Renekton'];['Jayce', 'Kalista', 'LeBlanc', 'Ezreal', 'Lucian'];"['Ryze', 'Jarvan IV', 'Vladimir', ""Kai'Sa"", 'Galio']";['Camille', 'Lee Sin', 'Corki', 'Varus', 'Tahm Kench'];['Buggax', 'Oddie', 'Seiya', 'Warangelus', 'Slow'];['Nate', 'Froststrike', 'Zelt', 'Fix', 'Shadow (Facundo Cuello)']
LLA/2019_Season/Opening_Season;2019-03-10;9.4;Pixel Esports Club;INFINITY;INFINITY;['Neeko', 'Braum', 'Ryze', 'Lissandra', 'Viktor'];"['Cassiopeia', 'Thresh', 'Jayce', 'Lee Sin', ""Rek'Sai""]";['Vladimir', 'Sejuani', 'Syndra', 'Lucian', 'Trundle'];['Kennen', 'Jarvan IV', 'LeBlanc', 'Kalista', 'Galio'];['Nipphu', 'QQ', 'TopLop', 'Manu', 'Shmebu'];['Relic', 'SolidSnake', 'Cotopaco', 'Renyu', 'Arce']
LLA/2019_Season/Opening_Season;2019-03-10;9.4;XTEN Esports;All Knights;All Knights;['LeBlanc', 'Ezreal', 'Jayce', 'Yorick', 'Fiora'];['Neeko', 'Cassiopeia', 'Irelia', 'Kennen', 'Olaf'];"['Aatrox', ""Rek'Sai"", 'Zoe', 'Varus', 'Tahm Kench']";['Vladimir', 'Jarvan IV', 'Lissandra', 'Lucian', 'Thresh'];['Straight', 'Itsi', 'Xuradel', 'Kindless', 'DCStar'];['Parang', 'Unforgiven (Maximiliano Utrero)', 'Plugo', 'Zeicro', 'Newbie']
LLA/2019_Season/Opening_Season;2019-03-10;9.4;Rainbow7;Furious Gaming;Rainbow7;['Thresh', 'LeBlanc', 'Viktor', 'Fiora', 'Jax'];['Lucian', 'Jayce', 'Neeko', 'Sivir', 'Kassadin'];['Aatrox', 'Jarvan IV', 'Yasuo', 'Cassiopeia', 'Alistar'];['Irelia', 'Lee Sin', 'Zoe', 'Ezreal', 'Braum'];['Acce', 'Grell', 'Leza', 'Nobody (Nicolás Ale)', 'Baula'];['Akunma', 'Josedeodo', 'Aloned', 'Zeypher', 'Gralou']
LLA/2019_Season/Opening_Season;2019-03-09;9.4;Rainbow7;Isurus;Isurus;['LeBlanc', 'Kalista', 'Ryze', 'Olaf', 'Nocturne'];['Cassiopeia', 'Jayce', 'Zoe', 'Lissandra', 'Ezreal'];['Neeko', 'Jarvan IV', 'Irelia', 'Azir', 'Alistar'];"['Fiora', ""Rek'Sai"", 'Vladimir', 'Lucian', 'Braum']";['Acce', 'Grell', 'Leza', 'Nobody (Nicolás Ale)', 'Baula'];['Buggax', 'Oddie', 'Seiya', 'Warangelus', 'Slow']
LLA/2019_Season/Opening_Season;2019-03-09;9.4;Pixel Esports Club;All Knights;All Knights;['Neeko', 'Olaf', 'Jayce', 'Yorick', 'Fiora'];['Kalista', 'Cassiopeia', 'Lucian', 'Tristana', 'Sivir'];['Sion', 'Lee Sin', 'Zoe', 'Vayne', 'Thresh'];['Aatrox', 'Jarvan IV', 'LeBlanc', 'Ezreal', 'Tahm Kench'];['Nipphu', 'QQ', 'TopLop', 'Manu', 'Shmebu'];['Parang', 'Hoglet', 'Plugo', 'Zeicro', 'Newbie']
LLA/2019_Season/Opening_Season;2019-03-09;9.4;Furious Gaming;XTEN Esports;Furious Gaming;['Vladimir', 'LeBlanc', 'Neeko', 'Yorick', 'Yasuo'];['Jayce', 'Lucian', 'Zoe', 'Ryze', 'Syndra'];"['Viktor', ""Rek'Sai"", 'Cassiopeia', 'Kalista', 'Thresh']";['Ornn', 'Jarvan IV', 'Lissandra', 'Tristana', 'Braum'];['Akunma', 'Josedeodo', 'Aloned', 'Zeypher', 'Gralou'];['Straight', 'Itsi', 'Xuradel', 'Kindless', 'DCStar']
LLA/2019_Season/Opening_Season;2019-03-09;9.4;INFINITY;Kaos Latin Gamers;INFINITY;['Lee Sin', 'Neeko', 'Alistar', 'Yorick', 'Jarvan IV'];['Lucian', 'Ryze', 'Lissandra', 'Zoe', 'Syndra'];['Jayce', 'Olaf', 'Irelia', 'Tristana', 'Tahm Kench'];['Ornn', 'Nocturne', 'LeBlanc', 'Kalista', 'Thresh'];['Relic', 'SolidSnake', 'Cotopaco', 'Renyu', 'Arce'];['Nate', 'Froststrike', 'Zelt', 'Fix', 'Shadow (Facundo Cuello)']
LLA/2019_Season/Opening_Season;2019-03-03;9.4;INFINITY;Isurus;INFINITY;['LeBlanc', 'Thresh', 'Riven', 'Yorick', 'Fiora'];"['Lucian', ""Rek'Sai"", 'Jayce', 'Nocturne', 'Lee Sin']";['Sylas', 'Jarvan IV', 'Zoe', 'Xayah', 'Rakan'];['Tryndamere', 'Olaf', 'Ryze', 'Ezreal', 'Tahm Kench'];['Relic', 'SolidSnake', 'Cotopaco', 'Renyu', 'Arce'];['Buggax', 'Oddie', 'Seiya', 'Warangelus', 'Slow']
LLA/2019_Season/Opening_Season;2019-03-03;9.4;XTEN Esports;Rainbow7;Rainbow7;['LeBlanc', 'Jayce', 'Sylas', 'Kassadin', 'Yorick'];['Vladimir', 'Braum', 'Kindred', 'Tahm Kench', 'Morgana'];"['Ornn', ""Rek'Sai"", 'Zoe', 'Ezreal', 'Thresh']";['Urgot', 'Aatrox', 'Viktor', 'Lucian', 'Alistar'];['Straight', 'Itsi', 'Xuradel', 'Kindless', 'DCStar'];['Acce', 'Grell', 'Leza', 'Nobody (Nicolás Ale)', 'Baula']
LLA/2019_Season/Opening_Season;2019-03-03;9.4;Furious Gaming;Pixel Esports Club;Pixel Esports Club;['Vladimir', 'Lee Sin', 'Yorick', 'Jayce', 'Tristana'];['Lissandra', 'Cassiopeia', 'Lucian', 'Ryze', 'Sylas'];"['Jax', ""Rek'Sai"", 'Syndra', 'Zoe', 'Tahm Kench']";['Sion', 'Olaf', 'LeBlanc', 'Caitlyn', 'Braum'];['Akunma', 'Josedeodo', 'Aloned', 'Zeypher', 'Gralou'];['Nipphu', 'QQ', 'TopLop', 'Manu', 'Shmebu']
LLA/2019_Season/Opening_Season;2019-03-03;9.4;Kaos Latin Gamers;All Knights;All Knights;['Jayce', 'Olaf', 'Lissandra', 'Ryze', 'Yorick'];['Lee Sin', 'Lucian', 'Cassiopeia', 'Alistar', 'Thresh'];['Vladimir', 'Jarvan IV', 'Yasuo', 'Xayah', 'Rakan'];"['Kennen', ""Rek'Sai"", 'LeBlanc', 'Ezreal', 'Tahm Kench']";['Nate', 'Froststrike', 'Zelt', 'Fix', 'Shadow (Facundo Cuello)'];['Parang', 'Hoglet', 'Plugo', 'Zeicro', 'Newbie']
LLA/2019_Season/Opening_Season;2019-03-02;9.4;Furious Gaming;Kaos Latin Gamers;Furious Gaming;['Vladimir', 'Lee Sin', 'Yorick', 'Jax', 'Cassiopeia'];['Lucian', 'Zoe', 'Jayce', 'Fiora', 'Yasuo'];"['Lissandra', ""Rek'Sai"", 'Irelia', 'Tristana', 'Galio']";['Gangplank', 'Jarvan IV', 'Sylas', 'Varus', 'Tahm Kench'];['Akunma', 'Josedeodo', 'Aloned', 'Zeypher', 'Gralou'];['Nate', 'Froststrike', 'Zelt', 'Fix', 'Shadow (Facundo Cuello)']
LLA/2019_Season/Opening_Season;2019-03-02;9.4;Isurus;XTEN Esports;Isurus;"['Sylas', 'Yasuo', ""Rek'Sai"", 'Irelia', 'Corki']";['Lucian', 'Cassiopeia', 'Zoe', 'LeBlanc', 'Sivir'];['Jayce', 'Olaf', 'Zilean', 'Tristana', 'Alistar'];['Sion', 'Sejuani', 'Lissandra', 'Ezreal', 'Braum'];['Buggax', 'Oddie', 'Seiya', 'Warangelus', 'Slow'];['Straight', 'Itsi', 'Xuradel', 'Kindless', 'DCStar']
LLA/2019_Season/Opening_Season;2019-03-02;9.4;Pixel Esports Club;Rainbow7;Rainbow7;['Zoe', 'Aatrox', 'Lucian', 'Lissandra', 'Yorick'];['Cassiopeia', 'Vladimir', 'Alistar', 'Caitlyn', 'Tristana'];"['Sion', 'Jayce', 'Orianna', ""Kai'Sa"", 'Thresh']";['Irelia', 'Olaf', 'Sylas', 'Ezreal', 'Braum'];['Nipphu', 'QQ', 'TopLop', 'Manu', 'Shmebu'];['Acce', 'Grell', 'Leza', 'Nobody (Nicolás Ale)', 'Baula']
LLA/2019_Season/Opening_Season;2019-03-02;9.4;All Knights;INFINITY;All Knights;['Braum', 'Cassiopeia', 'Ryze', 'Kennen', 'Vladimir'];['Lucian', 'Jayce', 'Yorick', 'LeBlanc', 'Zed'];['Fiora', 'Olaf', 'Sylas', 'Sivir', 'Tahm Kench'];"['Poppy', ""Rek'Sai"", 'Zoe', 'Ezreal', 'Alistar']";['Parang', 'Hoglet', 'Plugo', 'Zeicro', 'Newbie'];['Relic', 'SolidSnake', 'Cotopaco', 'Renyu', 'Arce']
LLA/2019_Season/Opening_Season;2019-02-24;9.3;All Knights;Isurus;All Knights;['Urgot', 'Yasuo', 'Nocturne', 'Kalista', 'Draven'];['Lucian', 'Jayce', 'Ezreal', 'Morgana', 'Braum'];['Yorick', 'Jax', 'LeBlanc', 'Ashe', 'Tahm Kench'];['Jarvan IV', 'Lee Sin', 'Zoe', 'Sivir', 'Thresh'];['Parang', 'Hoglet', 'Plugo', 'Zeicro', 'Newbie'];['Buggax', 'Oddie', 'Seiya', 'Warangelus', 'Slow']
LLA/2019_Season/Opening_Season;2019-02-24;9.3;INFINITY;Furious Gaming;INFINITY;['Thresh', 'LeBlanc', 'Yorick', 'Jayce', 'Ryze'];['Cassiopeia', 'Lucian', 'Urgot', 'Morgana', 'Galio'];"['Vladimir', 'Jarvan IV', 'Yasuo', ""Kai'Sa"", 'Braum']";['Viktor', 'Lee Sin', 'Lissandra', 'Ezreal', 'Alistar'];['Relic', 'SolidSnake', 'Cotopaco', 'Renyu', 'Arce'];['Akunma', 'Josedeodo', 'Aloned', 'Zeypher', 'Gralou']
LLA/2019_Season/Opening_Season;2019-02-24;9.3;XTEN Esports;Pixel Esports Club;XTEN Esports;['Zoe', 'Lee Sin', 'Yasuo', 'Tristana', 'Yorick'];['Cassiopeia', 'Urgot', 'Lucian', 'Malzahar', 'Lissandra'];['Jayce', 'Sejuani', 'Corki', 'Ezreal', 'Braum'];['Dr. Mundo', 'Jarvan IV', 'LeBlanc', 'Caitlyn', 'Thresh'];['Straight', 'Itsi', 'Xuradel', 'Kindless', 'DCStar'];['Nipphu', 'QQ', 'TopLop', 'Manu', 'Shmebu']
LLA/2019_Season/Opening_Season;2019-02-24;9.3;Rainbow7;Kaos Latin Gamers;Rainbow7;['Lee Sin', 'Sylas', 'Alistar', 'Vladimir', 'LeBlanc'];['Lucian', 'Yasuo', 'Cassiopeia', 'Tristana', 'Sivir'];['Ornn', 'Olaf', 'Jayce', 'Zoe', 'Soraka'];['Urgot', 'Nidalee', 'Viktor', 'Ezreal', 'Braum'];['Acce', 'Grell', 'Leza', 'Nobody (Nicolás Ale)', 'Baula'];['Nate', 'Froststrike', 'Zelt', 'Fix', 'Shadow (Facundo Cuello)']
LLA/2019_Season/Opening_Season;2019-02-23;9.3;Rainbow7;INFINITY;Rainbow7;['LeBlanc', 'Viktor', 'Nocturne', 'Sylas', 'Ezreal'];['Lucian', 'Yasuo', 'Cassiopeia', 'Alistar', 'Tahm Kench'];['Urgot', 'Lee Sin', 'Zoe', 'Tristana', 'Braum'];['Jayce', 'Gragas', 'Lissandra', 'Sivir', 'Galio'];['Acce', 'Grell', 'Leza', 'Nobody (Nicolás Ale)', 'Baula'];['Relic', 'SolidSnake', 'Cotopaco', 'Renyu', 'Arce']
LLA/2019_Season/Opening_Season;2019-02-23;9.3;Isurus;Pixel Esports Club;Pixel Esports Club;['Nunu', 'Yorick', 'Vladimir', 'Ezreal', 'Syndra'];['Cassiopeia', 'Jayce', 'Lucian', 'Elise', 'Karthus'];['Urgot', 'Jarvan IV', 'Lissandra', 'Yasuo', 'Galio'];['Sion', 'Lee Sin', 'LeBlanc', 'Tristana', 'Alistar'];['Buggax', 'Oddie', 'Seiya', 'Warangelus', 'Slow'];['Nipphu', 'QQ', 'TopLop', 'Manu', 'Shmebu']
LLA/2019_Season/Opening_Season;2019-02-23;9.3;Furious Gaming;All Knights;All Knights;['Zoe', 'Yorick', 'Lissandra', 'LeBlanc', 'Tahm Kench'];['Yasuo', 'Urgot', 'Lucian', 'Sylas', 'Ornn'];['Ryze', 'Jarvan IV', 'Cassiopeia', 'Tristana', 'Thresh'];"['Jayce', 'Olaf', ""Vel'Koz"", 'Ezreal', 'Braum']";['Akunma', 'Josedeodo', 'Aloned', 'Zeypher', 'Gralou'];['Parang', 'Hoglet', 'Plugo', 'Zeicro', 'Newbie']
LLA/2019_Season/Opening_Season;2019-02-23;9.3;Kaos Latin Gamers;XTEN Esports;XTEN Esports;['Yasuo', 'Lissandra', 'Yorick', 'Braum', 'LeBlanc'];['Lucian', 'Cassiopeia', 'Zoe', 'Sivir', 'Tristana'];"['Ryze', 'Olaf', 'Urgot', ""Kai'Sa"", 'Galio']";['Sylas', 'Lee Sin', 'Corki', 'Ezreal', 'Alistar'];['Nate', 'Froststrike', 'Zelt', 'Fix', 'Shadow (Facundo Cuello)'];['Straight', 'Itsi', 'Xuradel', 'Kindless', 'DCStar']
LLA/2019_Season/Opening_Season;2019-02-17;9.3;Furious Gaming;Isurus;Isurus;['Jayce', 'Yasuo', 'Thresh', 'Zilean', 'Irelia'];['Lucian', 'Olaf', 'Cassiopeia', 'Nocturne', 'Ezreal'];['Karma', 'Lee Sin', 'Lissandra', 'Caitlyn', 'Jarvan IV'];['Urgot', 'Nunu', 'Corki', 'Tristana', 'Braum'];['Akunma', 'Josedeodo', 'Aloned', 'Zeypher', 'Gralou'];['Buggax', 'Oddie', 'Seiya', 'Warangelus', 'Slow']
LLA/2019_Season/Opening_Season;2019-02-17;9.3;INFINITY;XTEN Esports;INFINITY;['Yasuo', 'Ezreal', 'LeBlanc', 'Morgana', 'Yorick'];['Urgot', 'Jayce', 'Cassiopeia', 'Lee Sin', 'Zoe'];['Karma', 'Nocturne', 'Ryze', 'Lucian', 'Braum'];['Irelia', 'Aatrox', 'Viktor', 'Caitlyn', 'Jarvan IV'];['Relic', 'SolidSnake', 'Cotopaco', 'Renyu', 'Arce'];['Straight', 'Itsi', 'Xuradel', 'Kindless', 'DCStar']
LLA/2019_Season/Opening_Season;2019-02-17;9.3;Kaos Latin Gamers;Pixel Esports Club;Pixel Esports Club;['Yasuo', 'Thresh', 'Karma', 'Ezreal', 'Caitlyn'];['Cassiopeia', 'Tahm Kench', 'Lucian', 'Kassadin', 'LeBlanc'];"['Sylas', 'Sejuani', 'Ziggs', ""Kai'Sa"", 'Alistar']";['Fiora', 'Lee Sin', 'Zoe', 'Tristana', 'Braum'];['Nate', 'Froststrike', 'Zelt', 'Fix', 'Shadow (Facundo Cuello)'];['Nipphu', 'QQ', 'TopLop', 'Manu', 'Shmebu']
LLA/2019_Season/Opening_Season;2019-02-17;9.3;All Knights;Rainbow7;Rainbow7;['Yasuo', 'Karma', 'Tahm Kench', 'Nunu', 'Vayne'];['Jayce', 'Lucian', 'Olaf', 'Sivir', 'Ezreal'];"['Urgot', 'Lee Sin', 'Zoe', ""Kai'Sa"", 'Braum']";['Aatrox', 'Jarvan IV', 'Kassadin', 'Cassiopeia', 'Alistar'];['Parang', 'Hoglet', 'Plugo', 'Zeicro', 'Newbie'];['Acce', 'Grell', 'Leza', 'Nobody (Nicolás Ale)', 'Baula']
LLA/2019_Season/Opening_Season;2019-02-16;9.3;Isurus;Kaos Latin Gamers;Isurus;['Lissandra', 'Vladimir', 'Lee Sin', 'Ashe', 'Yasuo'];['Lucian', 'Sylas', 'Karma', 'LeBlanc', 'Ezreal'];['Urgot', 'Nocturne', 'Corki', 'Tristana', 'Braum'];"['Jarvan IV', ""Kha'Zix"", 'Viktor', 'Caitlyn', 'Tahm Kench']";['Buggax', 'Oddie', 'Seiya', 'Warangelus', 'Slow'];['Nate', 'Froststrike', 'Zelt', 'Fix', 'Shadow (Facundo Cuello)']
