championship_id;date;patch;blue_side;red_side;winner;blue_bans;red_bans;blue_picks;red_picks;blue_roster;red_roster
2015_Mid-Season_Invitational/Match_History;2015-05-10;5.7;SK Telecom T1;Fnatic;SK Telecom T1;"['Hecarim', ""Rek'Sai"", 'LeBlanc']";['Lulu', 'Maokai', 'Kalista'];['Gnar', 'Nunu', 'Cassiopeia', 'Urgot', 'Alistar'];['Rumble', 'Gragas', 'Ahri', 'Sivir', 'Nautilus'];['MaRin', 'Bengi', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)'];['Huni', 'Reignover', 'Febiven', 'Steeelback', 'YellOwStaR']
2015_Mid-Season_Invitational/Match_History;2015-05-10;5.7;TSM;EDward Gaming;EDward Gaming;['Gnar', 'Hecarim', 'Rumble'];['Maokai', 'Lulu', 'Zed'];['Sion', 'Sejuani', 'Urgot', 'Corki', 'Bard'];"['Dr. Mundo', ""Rek'Sai"", 'Azir', 'Kalista', 'Thresh']";['Dyrus', 'Santorin', 'Bjergsen', 'WildTurtle', 'Lustboy'];['Koro1', 'Clearlove', 'PawN', 'Deft', 'Meiko']
2015_Mid-Season_Invitational/Match_History;2015-05-09;5.7;Fnatic;SK Telecom T1;Fnatic;['Lulu', 'Maokai', 'Gragas'];['Urgot', 'Kalista', 'LeBlanc'];"['Hecarim', ""Rek'Sai"", 'Cassiopeia', 'Lucian', 'Leona']";['Rumble', 'Sejuani', 'Azir', 'Sivir', 'Alistar'];['Huni', 'Reignover', 'Febiven', 'Steeelback', 'YellOwStaR'];['MaRin', 'Bengi', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)']
2015_Mid-Season_Invitational/Match_History;2015-05-09;5.7;SK Telecom T1;Fnatic;SK Telecom T1;['Annie', 'Nautilus', 'Urgot'];['Lulu', 'LeBlanc', 'Kalista'];"['Maokai', ""Rek'Sai"", 'Azir', 'Ezreal', 'Alistar']";['Cassiopeia', 'Gragas', 'Zed', 'Sivir', 'Leona'];['MaRin', 'Bengi', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)'];['Huni', 'Reignover', 'Febiven', 'Steeelback', 'YellOwStaR']
2015_Mid-Season_Invitational/Match_History;2015-05-09;5.7;Fnatic;SK Telecom T1;Fnatic;['Lulu', 'Maokai', 'Kalista'];['Cassiopeia', 'Hecarim', 'Nautilus'];['Rumble', 'Gragas', 'LeBlanc', 'Urgot', 'Annie'];"['Gnar', ""Rek'Sai"", 'Ahri', 'Sivir', 'Thresh']";['Huni', 'Reignover', 'Febiven', 'Steeelback', 'YellOwStaR'];['MaRin', 'Bengi', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)']
2015_Mid-Season_Invitational/Match_History;2015-05-09;5.7;SK Telecom T1;Fnatic;SK Telecom T1;['Nautilus', 'Cassiopeia', 'Urgot'];['Lulu', 'Azir', 'Kalista'];"['Maokai', ""Rek'Sai"", 'Ezreal', 'Corki', 'Thresh']";['Hecarim', 'Gragas', 'LeBlanc', 'Sivir', 'Alistar'];['MaRin', 'Bengi', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)'];['Huni', 'Reignover', 'Febiven', 'Steeelback', 'YellOwStaR']
2015_Mid-Season_Invitational/Match_History;2015-05-09;5.7;SK Telecom T1;TSM;SK Telecom T1;['Sion', 'Maokai', 'Lulu'];['Rumble', 'LeBlanc', 'Sejuani'];"['Gnar', ""Rek'Sai"", 'Cassiopeia', 'Urgot', 'Alistar']";['Hecarim', 'Gragas', 'Ziggs', 'Kalista', 'Thresh'];['MaRin', 'Bengi', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)'];['Dyrus', 'Santorin', 'Bjergsen', 'WildTurtle', 'Lustboy']
2015_Mid-Season_Invitational/Match_History;2015-05-09;5.7;Ahq eSports Club;Beşiktaş Esports;Ahq eSports Club;['Ahri', 'Hecarim', 'Rumble'];['Kalista', 'LeBlanc', 'Zed'];"['Gnar', ""Rek'Sai"", 'Twisted Fate', 'Jinx', 'Janna']";['Cassiopeia', 'Gragas', 'Diana', 'Sivir', 'Morgana'];['Ziv (Chen Yi)', 'Mountain (Xue Zhao-Hong)', 'Westdoor', 'AN', 'Albis'];['Thaldrin', 'Theokoles', 'Energy', 'Nardeus', 'Dumbledoge']
2015_Mid-Season_Invitational/Match_History;2015-05-09;5.7;SK Telecom T1;EDward Gaming;SK Telecom T1;['LeBlanc', 'Hecarim', 'Urgot'];['Cassiopeia', 'Gragas', 'Azir'];"['Rumble', ""Rek'Sai"", 'Vladimir', 'Kalista', 'Annie']";['Gnar', 'Sejuani', 'Lulu', 'Tristana', 'Thresh'];['MaRin', 'Bengi', 'Easyhoon', 'Bang', 'Wolf (Lee Jae-wan)'];['Koro1', 'Clearlove', 'PawN', 'Deft', 'Meiko']
2015_Mid-Season_Invitational/Match_History;2015-05-09;5.7;Fnatic;Ahq eSports Club;Ahq eSports Club;['Twisted Fate', 'Maokai', 'Zed'];['LeBlanc', 'Azir', 'Gragas'];['Hecarim', 'Sejuani', 'Cassiopeia', 'Urgot', 'Nautilus'];"['Gnar', ""Rek'Sai"", 'Fizz', 'Sivir', 'Thresh']";['Huni', 'Reignover', 'Febiven', 'Steeelback', 'YellOwStaR'];['Ziv (Chen Yi)', 'Mountain (Xue Zhao-Hong)', 'Westdoor', 'AN', 'Albis']
2015_Mid-Season_Invitational/Match_History;2015-05-08;5.7;SK Telecom T1;Fnatic;SK Telecom T1;['Urgot', 'Hecarim', 'Gragas'];"['LeBlanc', 'Kalista', ""Rek'Sai""]";['Rumble', 'Nunu', 'Lulu', 'Lucian', 'Alistar'];['Gnar', 'Sejuani', 'Cassiopeia', 'Sivir', 'Nautilus'];['MaRin', 'Bengi', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)'];['Huni', 'Reignover', 'Febiven', 'Steeelback', 'YellOwStaR']
2015_Mid-Season_Invitational/Match_History;2015-05-08;5.7;EDward Gaming;Beşiktaş Esports;EDward Gaming;['Morgana', 'Hecarim', 'Ahri'];['Kalista', 'Urgot', 'LeBlanc'];"['Gnar', ""Rek'Sai"", 'Twisted Fate', 'Jinx', 'Thresh']";['Rumble', 'Sejuani', 'Diana', 'Sivir', 'Janna'];['Koro1', 'Clearlove', 'PawN', 'Deft', 'Meiko'];['Thaldrin', 'Theokoles', 'Energy', 'Nardeus', 'Dumbledoge']
2015_Mid-Season_Invitational/Match_History;2015-05-08;5.7;TSM;Ahq eSports Club;Ahq eSports Club;['Rumble', 'Twisted Fate', 'Zed'];['Lulu', 'LeBlanc', 'Sivir'];"['Hecarim', 'Gragas', ""Cho'Gath"", 'Kalista', 'Thresh']";"['Maokai', ""Rek'Sai"", 'Fizz', 'Urgot', 'Nautilus']";['Dyrus', 'Santorin', 'Bjergsen', 'WildTurtle', 'Lustboy'];['Ziv (Chen Yi)', 'Mountain (Xue Zhao-Hong)', 'Westdoor', 'AN', 'Albis']
2015_Mid-Season_Invitational/Match_History;2015-05-08;5.7;EDward Gaming;Fnatic;EDward Gaming;['Sivir', 'Azir', 'Cassiopeia'];['Urgot', 'Gnar', 'Hecarim'];['Maokai', 'Gragas', 'LeBlanc', 'Kalista', 'Thresh'];"['Rumble', ""Rek'Sai"", 'Zed', 'Lucian', 'Annie']";['Koro1', 'Clearlove', 'PawN', 'Deft', 'Meiko'];['Huni', 'Reignover', 'Febiven', 'Steeelback', 'YellOwStaR']
2015_Mid-Season_Invitational/Match_History;2015-05-07;5.7;Beşiktaş Esports;TSM;TSM;['LeBlanc', 'Urgot', 'Gragas'];['Rumble', 'Hecarim', 'Ahri'];"['Vladimir', ""Rek'Sai"", 'Lulu', 'Lucian', 'Morgana']";['Maokai', 'Sejuani', 'Ziggs', 'Sivir', 'Thresh'];['Thaldrin', 'Theokoles', 'Energy', 'Nardeus', 'Dumbledoge'];['Dyrus', 'Santorin', 'Bjergsen', 'WildTurtle', 'Lustboy']
2015_Mid-Season_Invitational/Match_History;2015-05-07;5.7;EDward Gaming;Ahq eSports Club;EDward Gaming;['Zed', 'Gragas', 'Twisted Fate'];"['LeBlanc', 'Annie', ""Rek'Sai""]";['Hecarim', 'Sejuani', 'Cassiopeia', 'Urgot', 'Alistar'];['Gnar', 'Jarvan IV', 'Karthus', 'Kalista', 'Thresh'];['Koro1', 'Clearlove', 'PawN', 'Deft', 'Meiko'];['Ziv (Chen Yi)', 'Mountain (Xue Zhao-Hong)', 'Westdoor', 'AN', 'Albis']
2015_Mid-Season_Invitational/Match_History;2015-05-07;5.7;Beşiktaş Esports;SK Telecom T1;SK Telecom T1;['Urgot', 'Kalista', 'LeBlanc'];['Ahri', 'Hecarim', 'Morgana'];['Gnar', 'Sejuani', 'Lulu', 'Sivir', 'Janna'];"['Rumble', ""Rek'Sai"", 'Azir', 'Lucian', 'Thresh']";['Thaldrin', 'Theokoles', 'Energy', 'Nardeus', 'Dumbledoge'];['MaRin', 'Bengi', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)']
2015_Mid-Season_Invitational/Match_History;2015-05-07;5.7;Fnatic;TSM;Fnatic;['Maokai', 'Lulu', 'Sion'];['Rumble', 'Hecarim', 'Vladimir'];['Cassiopeia', 'Gragas', 'LeBlanc', 'Urgot', 'Nautilus'];"['Gnar', ""Rek'Sai"", ""Cho'Gath"", 'Sivir', 'Thresh']";['Huni', 'Reignover', 'Febiven', 'Steeelback', 'YellOwStaR'];['Dyrus', 'Santorin', 'Bjergsen', 'WildTurtle', 'Lustboy']
2016_Mid-Season_Invitational/Match_History;2016-05-15;6.8;Counter Logic Gaming;SK Telecom T1;SK Telecom T1;['Alistar', 'Sivir', 'Ezreal'];['Aurelion Sol', 'Bard', 'Ekko'];['Maokai', 'Kindred', 'Cassiopeia', 'Caitlyn', 'Soraka'];['Poppy', 'Elise', 'Ryze', 'Lucian', 'Nami'];['Darshan', 'Xmithie', 'Huhi', 'Stixxay', 'Aphromoo'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)']
2016_Mid-Season_Invitational/Match_History;2016-05-15;6.8;Counter Logic Gaming;SK Telecom T1;SK Telecom T1;['Alistar', 'Sivir', 'Maokai'];['Aurelion Sol', 'Bard', 'Ryze'];['Poppy', 'Nidalee', 'Ekko', 'Lucian', 'Soraka'];['Trundle', 'Elise', 'Azir', 'Ezreal', 'Nami'];['Darshan', 'Xmithie', 'Huhi', 'Stixxay', 'Aphromoo'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)']
2016_Mid-Season_Invitational/Match_History;2016-05-15;6.8;Counter Logic Gaming;SK Telecom T1;SK Telecom T1;['Alistar', 'Sivir', 'Maokai'];['Aurelion Sol', 'Bard', 'Ryze'];['Poppy', 'Nidalee', 'Ekko', 'Lucian', 'Soraka'];['Trundle', 'Elise', 'Azir', 'Ezreal', 'Nami'];['Darshan', 'Xmithie', 'Huhi', 'Stixxay', 'Aphromoo'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)']
2016_Mid-Season_Invitational/Match_History;2016-05-14;6.8;Counter Logic Gaming;Flash Wolves;Counter Logic Gaming;['Alistar', 'LeBlanc', 'Maokai'];['Lucian', 'Bard', 'Soraka'];['Poppy', 'Nidalee', 'Ryze', 'Ezreal', 'Sona'];['Ekko', 'Kindred', 'Azir', 'Sivir', 'Karma'];['Darshan', 'Xmithie', 'Huhi', 'Stixxay', 'Aphromoo'];['MMD', 'Karsa', 'Maple (Huang Yi-Tang)', 'NL', 'SwordArt']
2016_Mid-Season_Invitational/Match_History;2016-05-14;6.8;Counter Logic Gaming;Flash Wolves;Counter Logic Gaming;['Alistar', 'LeBlanc', 'Maokai'];['Lucian', 'Bard', 'Soraka'];['Ekko', 'Graves', 'Ryze', 'Ezreal', 'Sona'];['Poppy', 'Kindred', 'Azir', 'Varus', 'Karma'];['Darshan', 'Xmithie', 'Huhi', 'Stixxay', 'Aphromoo'];['MMD', 'Karsa', 'Maple (Huang Yi-Tang)', 'NL', 'SwordArt']
2016_Mid-Season_Invitational/Match_History;2016-05-14;6.8;Counter Logic Gaming;Flash Wolves;Flash Wolves;['Alistar', 'LeBlanc', 'Soraka'];['Lucian', 'Maokai', 'Bard'];['Ekko', 'Graves', 'Azir', 'Caitlyn', 'Janna'];['Poppy', 'Kindred', 'Ryze', 'Ezreal', 'Karma'];['Darshan', 'Xmithie', 'Huhi', 'Stixxay', 'Aphromoo'];['MMD', 'Karsa', 'Maple (Huang Yi-Tang)', 'NL', 'SwordArt']
2016_Mid-Season_Invitational/Match_History;2016-05-14;6.8;Counter Logic Gaming;Flash Wolves;Counter Logic Gaming;['Alistar', 'LeBlanc', 'Gangplank'];['Lucian', 'Maokai', 'Graves'];['Ekko', 'Kindred', 'Ryze', 'Kalista', 'Bard'];['Poppy', 'Elise', 'Azir', 'Sivir', 'Soraka'];['Darshan', 'Xmithie', 'Huhi', 'Stixxay', 'Aphromoo'];['MMD', 'Karsa', 'Maple (Huang Yi-Tang)', 'NL', 'SwordArt']
2016_Mid-Season_Invitational/Match_History;2016-05-13;6.8;Royal Never Give Up;SK Telecom T1;SK Telecom T1;['Fizz', 'Soraka', 'Sivir'];['Twitch', 'Lucian', 'Alistar'];['Poppy', 'Graves', 'Azir', 'Tristana', 'Braum'];['Maokai', 'Kindred', 'Ryze', 'Ezreal', 'Karma'];['Looper', 'Mlxg', 'Xiaohu', 'Wuxx', 'Mata'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)']
2016_Mid-Season_Invitational/Match_History;2016-05-13;6.8;Royal Never Give Up;SK Telecom T1;SK Telecom T1;['Maokai', 'Alistar', 'Ryze'];['Twitch', 'Lucian', 'Nidalee'];['Poppy', 'Elise', 'Azir', 'Jhin', 'Leona'];['Ekko', 'Graves', 'Fizz', 'Sivir', 'Soraka'];['Looper', 'Mlxg', 'Xiaohu', 'Wuxx', 'Mata'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)']
2016_Mid-Season_Invitational/Match_History;2016-05-13;6.8;Royal Never Give Up;SK Telecom T1;SK Telecom T1;['Maokai', 'Alistar', 'Ekko'];['Twitch', 'Lucian', 'Nidalee'];['Ryze', 'Kindred', 'LeBlanc', 'Kalista', 'Braum'];['Poppy', 'Elise', 'Azir', 'Sivir', 'Soraka'];['Looper', 'Mlxg', 'Xiaohu', 'Wuxx', 'Mata'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)']
2016_Mid-Season_Invitational/Match_History;2016-05-13;6.8;Royal Never Give Up;SK Telecom T1;Royal Never Give Up;['Maokai', 'Alistar', 'Ekko'];['Azir', 'Twitch', 'Ryze'];['Trundle', 'Nidalee', 'LeBlanc', 'Lucian', 'Braum'];['Poppy', 'Graves', 'Fizz', 'Sivir', 'Soraka'];['Looper', 'Mlxg', 'Xiaohu', 'Wuxx', 'Mata'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)']
2016_Mid-Season_Invitational/Match_History;2016-05-08;6.8;Royal Never Give Up;SK Telecom T1;SK Telecom T1;['Braum', 'Alistar', 'Kindred'];['Twitch', 'Nidalee', 'Azir'];['Ekko', 'Lee Sin', 'Ryze', 'Sivir', 'Bard'];['Maokai', 'Graves', 'Lulu', 'Lucian', 'Trundle'];['Looper', 'Mlxg', 'Xiaohu', 'Wuxx', 'Mata'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)']
2016_Mid-Season_Invitational/Match_History;2016-05-08;6.8;G2 Esports;Counter Logic Gaming;Counter Logic Gaming;['Soraka', 'Caitlyn', 'Poppy'];['Nidalee', 'Zed', 'Trundle'];['Ekko', 'Kindred', 'LeBlanc', 'Kalista', 'Bard'];['Maokai', 'Graves', 'Ryze', 'Lucian', 'Braum'];['Kikis', 'Trick', 'Perkz', 'Emperor (Kim Jin-hyun)', 'Hybrid (Glenn Doornenbal)'];['Darshan', 'Xmithie', 'Huhi', 'Stixxay', 'Aphromoo']
2016_Mid-Season_Invitational/Match_History;2016-05-08;6.8;SuperMassive Esports;Flash Wolves;Flash Wolves;['Alistar', 'Ryze', 'Nidalee'];['Bard', 'Twisted Fate', 'Kindred'];['Ekko', 'Graves', 'Azir', 'Vayne', 'Janna'];['Maokai', 'Lee Sin', 'LeBlanc', 'Tristana', 'Braum'];['Thaldrin', 'Stomaged', 'Naru (Koray Bıçak)', 'Achuu', 'Dumbledoge'];['MMD', 'Karsa', 'Maple (Huang Yi-Tang)', 'NL', 'SwordArt']
2016_Mid-Season_Invitational/Match_History;2016-05-08;6.8;SK Telecom T1;G2 Esports;SK Telecom T1;['Bard', 'Zed', 'Maokai'];['Zilean', 'Alistar', 'Kindred'];['Ekko', 'Lee Sin', 'Ryze', 'Sivir', 'Soraka'];['Poppy', 'Graves', 'Azir', 'Kalista', 'Braum'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)'];['Kikis', 'Trick', 'Perkz', 'Emperor (Kim Jin-hyun)', 'Hybrid (Glenn Doornenbal)']
2016_Mid-Season_Invitational/Match_History;2016-05-08;6.8;Flash Wolves;Counter Logic Gaming;Counter Logic Gaming;['Aurelion Sol', 'Nidalee', 'Azir'];['Alistar', 'Maokai', 'LeBlanc'];['Poppy', 'Kindred', 'Karma', 'Ezreal', 'Bard'];['Ekko', 'Graves', 'Ryze', 'Lucian', 'Soraka'];['MMD', 'Karsa', 'Maple (Huang Yi-Tang)', 'NL', 'SwordArt'];['Darshan', 'Xmithie', 'Huhi', 'Stixxay', 'Aphromoo']
2016_Mid-Season_Invitational/Match_History;2016-05-08;6.8;Royal Never Give Up;SuperMassive Esports;Royal Never Give Up;['Twisted Fate', 'Bard', 'Kindred'];['Nidalee', 'Alistar', 'Ryze'];['Ekko', 'Graves', 'Azir', 'Twitch', 'Braum'];['Maokai', 'Elise', 'Zed', 'Lucian', 'Thresh'];['Looper', 'Mlxg', 'Xiaohu', 'Wuxx', 'Mata'];['Thaldrin', 'Stomaged', 'Naru (Koray Bıçak)', 'Achuu', 'Dumbledoge']
2016_Mid-Season_Invitational/Match_History;2016-05-07;6.8;SuperMassive Esports;SK Telecom T1;SK Telecom T1;['Ryze', 'Alistar', 'Nidalee'];['Bard', 'LeBlanc', 'Fizz'];['Maokai', 'Graves', 'Lissandra', 'Lucian', 'Thresh'];['Ekko', 'Kindred', 'Azir', 'Ezreal', 'Braum'];['FabFabulous', 'Stomaged', 'Naru (Koray Bıçak)', 'Achuu', 'Dumbledoge'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)']
2016_Mid-Season_Invitational/Match_History;2016-05-07;6.8;Counter Logic Gaming;Royal Never Give Up;Counter Logic Gaming;['Twitch', 'Alistar', 'Maokai'];['Caitlyn', 'Soraka', 'Bard'];['Poppy', 'Kindred', 'Azir', 'Kalista', 'Morgana'];['Ekko', 'Nidalee', 'Zed', 'Lucian', 'Thresh'];['Darshan', 'Xmithie', 'Huhi', 'Stixxay', 'Aphromoo'];['Looper', 'Mlxg', 'Xiaohu', 'Wuxx', 'Mata']
2016_Mid-Season_Invitational/Match_History;2016-05-07;6.8;Flash Wolves;G2 Esports;Flash Wolves;['Sivir', 'Bard', 'Ryze'];['Nidalee', 'Poppy', 'Graves'];['Ekko', 'Kindred', 'LeBlanc', 'Ezreal', 'Alistar'];['Maokai', 'Lee Sin', 'Azir', 'Lucian', 'Braum'];['MMD', 'Karsa', 'Maple (Huang Yi-Tang)', 'NL', 'SwordArt'];['Kikis', 'Trick', 'Perkz', 'Emperor (Kim Jin-hyun)', 'Hybrid (Glenn Doornenbal)']
2016_Mid-Season_Invitational/Match_History;2016-05-07;6.8;SK Telecom T1;Counter Logic Gaming;SK Telecom T1;['Caitlyn', 'Azir', 'Soraka'];['Alistar', 'Ryze', 'Maokai'];['Ekko', 'Graves', 'Zilean', 'Sivir', 'Braum'];['Poppy', 'Kindred', 'Aurelion Sol', 'Kalista', 'Bard'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)'];['Darshan', 'Xmithie', 'Huhi', 'Stixxay', 'Aphromoo']
2016_Mid-Season_Invitational/Match_History;2016-05-07;6.8;Royal Never Give Up;Flash Wolves;Royal Never Give Up;['Ezreal', 'Braum', 'Ekko'];['Twitch', 'Sivir', 'Kindred'];['Poppy', 'Nidalee', 'Azir', 'Lucian', 'Alistar'];['Maokai', 'Graves', 'Ryze', 'Caitlyn', 'Morgana'];['Looper', 'Mlxg', 'Xiaohu', 'Wuxx', 'Mata'];['MMD', 'Karsa', 'Maple (Huang Yi-Tang)', 'NL', 'SwordArt']
2016_Mid-Season_Invitational/Match_History;2016-05-07;6.8;G2 Esports;SuperMassive Esports;G2 Esports;['Maokai', 'Bard', 'Twisted Fate'];['Zed', 'Nidalee', 'Azir'];['Poppy', 'Graves', 'Ryze', 'Ezreal', 'Braum'];['Ekko', 'Kindred', 'LeBlanc', 'Lucian', 'Soraka'];['Kikis', 'Trick', 'Perkz', 'Emperor (Kim Jin-hyun)', 'Hybrid (Glenn Doornenbal)'];['FabFabulous', 'Stomaged', 'Naru (Koray Bıçak)', 'Achuu', 'Dumbledoge']
2016_Mid-Season_Invitational/Match_History;2016-05-06;6.8;G2 Esports;Royal Never Give Up;Royal Never Give Up;['Twitch', 'Kindred', 'Maokai'];['Zed', 'Bard', 'Kalista'];['Poppy', 'Nidalee', 'Azir', 'Lucian', 'Alistar'];['Ekko', 'Graves', 'LeBlanc', 'Sivir', 'Braum'];['Kikis', 'Trick', 'Perkz', 'Emperor (Kim Jin-hyun)', 'Hybrid (Glenn Doornenbal)'];['Looper', 'Mlxg', 'Xiaohu', 'Wuxx', 'Mata']
