championship_id;date;patch;blue_side;red_side;winner;blue_bans;red_bans;blue_picks;red_picks;blue_roster;red_roster
LCK/2016_Season/Spring_Season;2016-04-06;6.6;SK Telecom T1;KT Rolster;KT Rolster;['Varus', 'Graves', 'Zilean'];['Azir', 'Ryze', 'Lulu'];['Poppy', 'Elise', 'Lissandra', 'Sivir', 'Alistar'];['Ekko', 'Kindred', 'Gangplank', 'Corki', 'Trundle'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)'];['Ssumday', 'Score', 'Fly (Song Yong-jun)', 'Arrow', 'Hachani']
LCK/2016_Season/Spring_Season;2016-04-06;6.6;KT Rolster;SK Telecom T1;KT Rolster;['Azir', 'Ryze', 'Corki'];['Varus', 'Zilean', 'Kindred'];['Kennen', 'Nidalee', 'Lissandra', 'Sivir', 'Alistar'];['Ekko', 'Graves', 'Karma', 'Lucian', 'Trundle'];['Ssumday', 'Score', 'Fly (Song Yong-jun)', 'Arrow', 'Hachani'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)']
LCK/2016_Season/Spring_Season;2016-04-06;6.6;Afreeca Freecs;Longzhu Gaming;Afreeca Freecs;['Jayce', 'Ashe', 'Lissandra'];['Sivir', 'Corki', 'Ryze'];['Gragas', 'Graves', 'Twisted Fate', 'Kalista', 'Braum'];['Ekko', 'Nidalee', 'Varus', 'Jhin', 'Alistar'];['Ikssu', 'LirA', 'Mickey (Son Young-min)', 'Sangyoon', 'SnowFlower'];['Expession', 'Chaser', 'Coco', 'Fury (Lee Jin-yong)', 'Pure']
LCK/2016_Season/Spring_Season;2016-04-06;6.6;Longzhu Gaming;Afreeca Freecs;Longzhu Gaming;['Twisted Fate', 'Sivir', 'Corki'];['Lissandra', 'Elise', 'Ryze'];['Ekko', 'Nidalee', 'Varus', 'Ashe', 'Braum'];"['Maokai', ""Kha'Zix"", 'LeBlanc', 'Kalista', 'Alistar']";['Expession', 'Chaser', 'Coco', 'Fury (Lee Jin-yong)', 'Pure'];['Ikssu', 'LirA', 'Mickey (Son Young-min)', 'Sangyoon', 'SnowFlower']
LCK/2016_Season/Spring_Season;2016-04-06;6.6;Afreeca Freecs;Longzhu Gaming;Afreeca Freecs;['Lissandra', 'Jayce', 'Alistar'];['Twisted Fate', 'Corki', 'Ryze'];['Maokai', 'Graves', 'Azir', 'Sivir', 'Braum'];['Ekko', 'Kindred', 'Lulu', 'Lucian', 'Bard'];['Ikssu', 'LirA', 'Mickey (Son Young-min)', 'Sangyoon', 'SnowFlower'];['Expession', 'Chaser', 'Coco', 'Fury (Lee Jin-yong)', 'Pure']
LCK/2016_Season/Spring_Season;2016-04-02;6.6;Afreeca Freecs;ROX Tigers;ROX Tigers;['Bard', 'Lissandra', 'Ryze'];['Twisted Fate', 'Corki', 'Zed'];['Poppy', 'Nidalee', 'Varus', 'Kalista', 'Trundle'];['Ekko', 'Kindred', 'LeBlanc', 'Sivir', 'Alistar'];['Ikssu', 'LirA', 'Mickey (Son Young-min)', 'Sangyoon', 'SnowFlower'];['Smeb', 'Peanut', 'Kuro', 'PraY', 'GorillA']
LCK/2016_Season/Spring_Season;2016-04-02;6.6;ROX Tigers;Afreeca Freecs;ROX Tigers;['Twisted Fate', 'Corki', 'Sivir'];['Kalista', 'Poppy', 'Ryze'];['Ekko', 'Nidalee', 'Lissandra', 'Ashe', 'Alistar'];['Gragas', 'Graves', 'Lulu', 'Lucian', 'Bard'];['Smeb', 'Peanut', 'Kuro', 'PraY', 'GorillA'];['Ikssu', 'LirA', 'Mickey (Son Young-min)', 'Sangyoon', 'SnowFlower']
LCK/2016_Season/Spring_Season;2016-04-02;6.6;SK Telecom T1;Samsung Galaxy;SK Telecom T1;['Ryze', 'Varus', 'Kindred'];['Azir', 'Sivir', 'Corki'];['Ekko', 'Graves', 'Karma', 'Lucian', 'Trundle'];['Poppy', 'Gragas', 'Lulu', 'Ashe', 'Alistar'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)'];['CuVee', 'Ambition', 'Crown', 'CoreJJ', 'Wraith']
LCK/2016_Season/Spring_Season;2016-04-02;6.6;Samsung Galaxy;SK Telecom T1;SK Telecom T1;['Sivir', 'Corki', 'Poppy'];['Ryze', 'Varus', 'Nidalee'];['Maokai', 'Kindred', 'Azir', 'Kalista', 'Braum'];['Ekko', 'Graves', 'Lissandra', 'Lucian', 'Alistar'];['CuVee', 'Ambition', 'Crown', 'Stitch', 'Wraith'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)']
LCK/2016_Season/Spring_Season;2016-04-02;6.6;SK Telecom T1;Samsung Galaxy;Samsung Galaxy;['Varus', 'Alistar', 'Poppy'];['Azir', 'Sivir', 'Corki'];['Maokai', 'Nidalee', 'Jayce', 'Ezreal', 'Braum'];['Ryze', 'Graves', 'Lulu', 'Lucian', 'Bard'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)'];['CuVee', 'Ambition', 'Crown', 'CoreJJ', 'Wraith']
LCK/2016_Season/Spring_Season;2016-04-01;6.6;KT Rolster;CJ Entus;KT Rolster;['Azir', 'Kindred', 'Varus'];['Poppy', 'Nidalee', 'Corki'];['Maokai', 'Elise', 'Zilean', 'Sivir', 'Trundle'];['Gnar', 'Graves', 'LeBlanc', 'Kalista', 'Alistar'];['Ssumday', 'Score', 'Fly (Song Yong-jun)', 'Arrow', 'Hachani'];['Untara', 'Bubbling', 'Bdd', 'Kramer', 'MadLife']
LCK/2016_Season/Spring_Season;2016-04-01;6.6;CJ Entus;KT Rolster;KT Rolster;['Nidalee', 'Sivir', 'Corki'];['Azir', 'Varus', 'Poppy'];['Nautilus', 'Kindred', 'Lissandra', 'Lucian', 'Braum'];['Maokai', 'Graves', 'Zilean', 'Kalista', 'Alistar'];['Untara', 'Bubbling', 'Bdd', 'Kramer', 'MadLife'];['Ssumday', 'Score', 'Fly (Song Yong-jun)', 'Arrow', 'Hachani']
LCK/2016_Season/Spring_Season;2016-04-01;6.6;Longzhu Gaming;SBENU Sonicboom;SBENU Sonicboom;['Lee Sin', 'Ryze', 'Nidalee'];['Poppy', 'Varus', 'Corki'];['Gangplank', 'Elise', 'Azir', 'Lucian', 'Alistar'];['Maokai', 'Graves', 'Jarvan IV', 'Kalista', 'Braum'];['Expession', 'Chaser', 'Coco', 'Fury (Lee Jin-yong)', 'Pure'];['Soul (Seo Hyeon-seok)', 'Flawless', 'SaSin', 'Nuclear', 'Secret (Park Ki-sun)']
LCK/2016_Season/Spring_Season;2016-04-01;6.6;SBENU Sonicboom;Longzhu Gaming;SBENU Sonicboom;['Twisted Fate', 'Varus', 'Alistar'];['Lee Sin', 'Corki', 'Kalista'];['Lulu', 'Graves', 'Ryze', 'Sivir', 'Braum'];['Poppy', 'Nidalee', 'Azir', 'Lucian', 'Trundle'];['Soul (Seo Hyeon-seok)', 'Flawless', 'SaSin', 'Nuclear', 'Secret (Park Ki-sun)'];['Expession', 'Chaser', 'Coco', 'Fury (Lee Jin-yong)', 'Pure']
LCK/2016_Season/Spring_Season;2016-03-31;6.6;SK Telecom T1;Kongdoo Monster;SK Telecom T1;['Varus', 'Poppy', 'Graves'];['Nidalee', 'Kalista', 'Kindred'];['Gragas', 'Lee Sin', 'Corki', 'Sivir', 'Trundle'];['Maokai', 'Elise', 'Azir', 'Lucian', 'Alistar'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)'];['Hipo', 'Crush', 'Edge', 'SSol', 'GuGer']
LCK/2016_Season/Spring_Season;2016-03-31;6.6;Kongdoo Monster;SK Telecom T1;SK Telecom T1;['Lulu', 'Lissandra', 'Corki'];['Nidalee', 'Poppy', 'Varus'];['Maokai', 'Kindred', 'LeBlanc', 'Sivir', 'Nautilus'];['Gragas', 'Graves', 'Azir', 'Kalista', 'Alistar'];['Hipo', 'Crush', 'Edge', 'SSol', 'GuGer'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)']
LCK/2016_Season/Spring_Season;2016-03-31;6.6;Afreeca Freecs;Jin Air Green Wings;Afreeca Freecs;['Azir', 'Lissandra', 'Kalista'];['Nidalee', 'Twisted Fate', 'Poppy'];['Maokai', 'Graves', 'Varus', 'Lucian', 'Braum'];['Rammus', 'Elise', 'Corki', 'Sivir', 'Trundle'];['Ikssu', 'LirA', 'Mickey (Son Young-min)', 'Sangyoon', 'SnowFlower'];['TrAce', 'Winged', 'Kuzan', 'Pilot (Na Woo-hyung)', 'Chei']
LCK/2016_Season/Spring_Season;2016-03-31;6.6;Jin Air Green Wings;Afreeca Freecs;Afreeca Freecs;['Zed', 'Twisted Fate', 'Lulu'];['Lissandra', 'Azir', 'Kalista'];['Gangplank', 'Kindred', 'LeBlanc', 'Lucian', 'Alistar'];['Poppy', 'Nidalee', 'Corki', 'Sivir', 'Braum'];['TrAce', 'Winged', 'Kuzan', 'Pilot (Na Woo-hyung)', 'Chei'];['Ikssu', 'LirA', 'Mickey (Son Young-min)', 'Sangyoon', 'SnowFlower']
LCK/2016_Season/Spring_Season;2016-03-30;6.6;Samsung Galaxy;Longzhu Gaming;Longzhu Gaming;['Jayce', 'Bard', 'Trundle'];['Corki', 'Poppy', 'Kalista'];['Maokai', 'Nidalee', 'Viktor', 'Sivir', 'Braum'];['Ryze', 'Elise', 'Varus', 'Lucian', 'Alistar'];['CuVee', 'Ambition', 'Crown', 'CoreJJ', 'Wraith'];['Expession', 'Chaser', 'Coco', 'Fury (Lee Jin-yong)', 'Pure']
LCK/2016_Season/Spring_Season;2016-03-30;6.6;Longzhu Gaming;Samsung Galaxy;Longzhu Gaming;['Alistar', 'Kalista', 'Nidalee'];['Gangplank', 'Poppy', 'Ryze'];['Maokai', 'Elise', 'Jayce', 'Corki', 'Bard'];['Lissandra', 'Kindred', 'Varus', 'Lucian', 'Trundle'];['Expession', 'Chaser', 'Coco', 'Fury (Lee Jin-yong)', 'Pure'];['CuVee', 'Ambition', 'Crown', 'CoreJJ', 'Wraith']
LCK/2016_Season/Spring_Season;2016-03-30;6.6;ROX Tigers;KT Rolster;KT Rolster;['Corki', 'Azir', 'Poppy'];['Nidalee', 'Kindred', 'Trundle'];['Gangplank', 'Elise', 'Ryze', 'Lucian', 'Alistar'];['Maokai', 'Graves', 'Malzahar', 'Sivir', 'Braum'];['Smeb', 'Peanut', 'Kuro', 'PraY', 'GorillA'];['Ssumday', 'Score', 'Fly (Song Yong-jun)', 'Arrow', 'Hachani']
LCK/2016_Season/Spring_Season;2016-03-30;6.6;KT Rolster;ROX Tigers;ROX Tigers;['Twisted Fate', 'Lissandra', 'LeBlanc'];['Corki', 'Nidalee', 'Sivir'];['Rammus', 'Gragas', 'Azir', 'Kalista', 'Poppy'];['Kennen', 'Kindred', 'Varus', 'Jhin', 'Alistar'];['Ssumday', 'Score', 'Fly (Song Yong-jun)', 'Arrow', 'Hachani'];['Smeb', 'Peanut', 'Kuro', 'PraY', 'GorillA']
LCK/2016_Season/Spring_Season;2016-03-30;6.6;ROX Tigers;KT Rolster;KT Rolster;['Corki', 'Lissandra', 'Gangplank'];['Nidalee', 'Poppy', 'Trundle'];['Nautilus', 'Kindred', 'LeBlanc', 'Kalista', 'Alistar'];['Maokai', 'Elise', 'Azir', 'Sivir', 'Braum'];['Smeb', 'Peanut', 'Kuro', 'PraY', 'GorillA'];['Ssumday', 'Score', 'Fly (Song Yong-jun)', 'Arrow', 'Hachani']
LCK/2016_Season/Spring_Season;2016-03-26;6.5;SBENU Sonicboom;Afreeca Freecs;Afreeca Freecs;['Zed', 'Twisted Fate', 'Kalista'];['Nidalee', 'Poppy', 'Lee Sin'];['Nautilus', 'Elise', 'Corki', 'Lucian', 'Braum'];['Maokai', 'Graves', 'Lulu', 'Sivir', 'Trundle'];['Soul (Seo Hyeon-seok)', 'Flawless', 'SaSin', 'Nuclear', 'Secret (Park Ki-sun)'];['Ikssu', 'LirA', 'Mickey (Son Young-min)', 'Sangyoon', 'SnowFlower']
LCK/2016_Season/Spring_Season;2016-03-26;6.5;Afreeca Freecs;SBENU Sonicboom;SBENU Sonicboom;['Lee Sin', 'Trundle', 'Kindred'];['Nidalee', 'Twisted Fate', 'Graves'];['Poppy', 'Elise', 'LeBlanc', 'Lucian', 'Bard'];"['Nautilus', ""Rek'Sai"", 'Corki', 'Kalista', 'Alistar']";['Ikssu', 'LirA', 'Mickey (Son Young-min)', 'Sangyoon', 'SnowFlower'];['Soul (Seo Hyeon-seok)', 'Flawless', 'SaSin', 'Nuclear', 'Secret (Park Ki-sun)']
LCK/2016_Season/Spring_Season;2016-03-26;6.5;SBENU Sonicboom;Afreeca Freecs;Afreeca Freecs;['Zed', 'Kalista', 'Trundle'];['Nidalee', 'Poppy', 'Lee Sin'];['Maokai', 'Kindred', 'Azir', 'Corki', 'Braum'];['Gragas', 'Graves', 'Twisted Fate', 'Sivir', 'Bard'];['Soul (Seo Hyeon-seok)', 'Flawless', 'SaSin', 'Nuclear', 'Secret (Park Ki-sun)'];['Ikssu', 'LirA', 'Mickey (Son Young-min)', 'Sangyoon', 'SnowFlower']
LCK/2016_Season/Spring_Season;2016-03-26;6.5;CJ Entus;SK Telecom T1;SK Telecom T1;['Nidalee', 'Gangplank', 'Azir'];['Poppy', 'Kalista', 'Graves'];['Nautilus', 'Gragas', 'Varus', 'Corki', 'Bard'];['Maokai', 'Kindred', 'Fizz', 'Sivir', 'Trundle'];['Untara', 'Bubbling', 'Bdd', 'Kramer', 'MadLife'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)']
LCK/2016_Season/Spring_Season;2016-03-26;6.5;SK Telecom T1;CJ Entus;SK Telecom T1;['Varus', 'Poppy', 'Kalista'];['Nidalee', 'Gangplank', 'Corki'];['Nautilus', 'Graves', 'Azir', 'Ezreal', 'Trundle'];['Maokai', 'Kindred', 'LeBlanc', 'Lucian', 'Bard'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)'];['Untara', 'Bubbling', 'Bdd', 'Kramer', 'MadLife']
LCK/2016_Season/Spring_Season;2016-03-25;6.5;Samsung Galaxy;Jin Air Green Wings;Samsung Galaxy;['Gangplank', 'Trundle', 'Poppy'];['Nidalee', 'Kindred', 'Graves'];['Maokai', 'Gragas', 'Varus', 'Corki', 'Braum'];['Nautilus', 'Elise', 'Lissandra', 'Kalista', 'Alistar'];['CuVee', 'Ambition', 'Crown', 'CoreJJ', 'Wraith'];['TrAce', 'Winged', 'Kuzan', 'Pilot (Na Woo-hyung)', 'Chei']
LCK/2016_Season/Spring_Season;2016-03-25;6.5;Jin Air Green Wings;Samsung Galaxy;Jin Air Green Wings;['Graves', 'Kindred', 'Alistar'];['Gangplank', 'Nidalee', 'Corki'];['Poppy', 'Elise', 'Lissandra', 'Kalista', 'Trundle'];['Maokai', 'Gragas', 'Lulu', 'Lucian', 'Nautilus'];['TrAce', 'Winged', 'Kuzan', 'Pilot (Na Woo-hyung)', 'Chei'];['CuVee', 'Ambition', 'Crown', 'CoreJJ', 'Wraith']
LCK/2016_Season/Spring_Season;2016-03-25;6.5;Samsung Galaxy;Jin Air Green Wings;Samsung Galaxy;['Gangplank', 'Trundle', 'Poppy'];['Nidalee', 'Kindred', 'Lulu'];['Maokai', 'Graves', 'Varus', 'Corki', 'Braum'];['Nautilus', 'Lee Sin', 'Lissandra', 'Kalista', 'Alistar'];['CuVee', 'Ambition', 'Crown', 'CoreJJ', 'Wraith'];['TrAce', 'Winged', 'Kuzan', 'Pilot (Na Woo-hyung)', 'Chei']
LCK/2016_Season/Spring_Season;2016-03-25;6.5;ROX Tigers;Kongdoo Monster;ROX Tigers;['Varus', 'Azir', 'Corki'];['Nidalee', 'Poppy', 'Kalista'];['Gangplank', 'Kindred', 'Viktor', 'Sivir', 'Nautilus'];['Maokai', 'Elise', 'LeBlanc', 'Jhin', 'Alistar'];['Smeb', 'Peanut', 'Kuro', 'PraY', 'GorillA'];['Hipo', 'Crush', 'Edge', 'SSol', 'GuGer']
LCK/2016_Season/Spring_Season;2016-03-25;6.5;Kongdoo Monster;ROX Tigers;ROX Tigers;['Corki', 'Alistar', 'Kalista'];['Varus', 'Azir', 'Nidalee'];['Poppy', 'Elise', 'Lissandra', 'Sivir', 'Braum'];['Nautilus', 'Kindred', 'Kassadin', 'Ashe', 'Trundle'];['Hipo', 'Crush', 'Edge', 'SSol', 'GuGer'];['Smeb', 'Peanut', 'Kuro', 'PraY', 'GorillA']
LCK/2016_Season/Spring_Season;2016-03-24;6.5;SK Telecom T1;Longzhu Gaming;SK Telecom T1;['Gangplank', 'Ryze', 'Corki'];['Nidalee', 'Kalista', 'Poppy'];['Gnar', 'Kindred', 'Azir', 'Sivir', 'Braum'];['Maokai', 'Graves', 'Lulu', 'Lucian', 'Alistar'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)'];['Flame', 'Chaser', 'Frozen (Kim Tae-il)', 'Fury (Lee Jin-yong)', 'Zzus']
LCK/2016_Season/Spring_Season;2016-03-24;6.5;Longzhu Gaming;SK Telecom T1;SK Telecom T1;['Corki', 'Kalista', 'Gragas'];['Gangplank', 'Nidalee', 'Poppy'];['Nautilus', 'Elise', 'Azir', 'Caitlyn', 'Alistar'];['Maokai', 'Kindred', 'Lissandra', 'Sivir', 'Braum'];['Expession', 'Crash', 'Coco', 'Cpt Jack', 'Pure'];['Duke (Lee Ho-seong)', 'Blank (Kang Sun-gu)', 'Faker', 'Bang', 'Wolf (Lee Jae-wan)']
LCK/2017_Season/Spring_Season;2017-04-02;7.5;Afreeca Freecs;MVP;Afreeca Freecs;['Malzahar', 'Shen', 'Graves', 'Sion', 'Vladimir'];['Rumble', 'Zyra', 'Camille', 'Taliyah', 'Kennen'];['Nautilus', 'Lee Sin', 'Syndra', 'Varus', 'Karma'];['Renekton', 'Rengar', 'Ahri', 'Ashe', 'Lulu'];['MaRin', 'Spirit', 'Kuro', 'Kramer', 'TusiN'];['ADD', 'Beyond (Kim Kyu-seok)', 'Ian', 'MaHa', 'Max (Jeong Jong-bin)']
LCK/2017_Season/Spring_Season;2017-04-02;7.5;Jin Air Green Wings;Bbq Olivers;Jin Air Green Wings;['Cassiopeia', 'Shen', 'Nautilus', 'Syndra', 'None'];['Camille', 'Ashe', 'Jayce', 'Vladimir', 'Kennen'];['Renekton', 'Elise', 'Taliyah', 'Varus', 'Zyra'];['Rumble', 'Graves', 'Zed', 'Lucian', 'Karma'];['SoHwan', 'Raise', 'Kuzan', 'Teddy', 'SnowFlower'];['Part', 'Bless (Choi Hyeon-woong)', 'Tempt', 'Ghost (Jang Yong-jun)', 'Totoro (Eun Jong-seop)']
LCK/2017_Season/Spring_Season;2017-04-02;7.5;Bbq Olivers;Jin Air Green Wings;Bbq Olivers;['Zyra', 'Ashe', 'Rengar', 'Shen', 'Vladimir'];['Camille', 'Rumble', 'Elise', 'Caitlyn', 'Jhin'];"['Nautilus', ""Kha'Zix"", 'Syndra', ""Kog'Maw"", 'Malzahar']";['Gragas', 'Graves', 'Ahri', 'Varus', 'Lulu'];['Part', 'Bless (Choi Hyeon-woong)', 'Tempt', 'Ghost (Jang Yong-jun)', 'Totoro (Eun Jong-seop)'];['Ikssu', 'UmTi', 'Kuzan', 'Teddy', 'SnowFlower']
