championship_id;date;patch;blue_side;red_side;winner;blue_bans;red_bans;blue_picks;red_picks;blue_roster;red_roster
VCS/2018_Season/Spring_Season;2018-03-15;8.4;Young Generation;Ultimate;Young Generation;['Galio', 'Ryze', 'Xayah', 'Sion', 'Gnar'];"['Jarvan IV', ""Kha'Zix"", 'Varus', 'Cassiopeia', 'Syndra']";['Swain', 'Sejuani', 'Corki', 'Caitlyn', 'Tahm Kench'];['Ornn', 'Camille', 'Taliyah', 'Ashe', 'Braum'];['Ren', 'Venus', 'Naul', 'BigKoro', 'Palette'];['Calm (Đinh Trọng Quyết)', 'Spot', 'Blazes', 'Zin', 'Tear (Nguyễn Chiến Thắng)']
VCS/2018_Season/Spring_Season;2018-03-15;8.4;Cherry Esports;Hall of Fame;Cherry Esports;"['Jax', ""Cho'Gath"", 'Sion', ""Rek'Sai"", 'Jayce']";"[""Kha'Zix"", 'Azir', 'Olaf', 'Poppy', 'Gnar']";['Renekton', 'Nidalee', 'Ryze', 'Tristana', 'Rakan'];['Camille', 'Sejuani', 'Cassiopeia', 'Xayah', 'Alistar'];['Rika (Vũ Tuấn Mạnh)', 'Potm', 'Artifact', 'Clear (Trịnh Ngọc Anh Tuấn)', 'Kidz'];['LL (Ngô Minh Quân)', 'Sorn', 'Pake', 'EasyLove', 'Shaoran']
VCS/2018_Season/Spring_Season;2018-03-15;8.4;Hall of Fame;Cherry Esports;Cherry Esports;"['Olaf', 'Ryze', ""Kha'Zix"", 'Poppy', 'Gnar']";"['Rakan', 'Jax', 'Azir', 'Renekton', ""Cho'Gath""]";['Ornn', 'Jarvan IV', 'Cassiopeia', 'Varus', 'Thresh'];['Camille', 'Sejuani', 'Syndra', 'Tristana', 'Braum'];['LL (Ngô Minh Quân)', 'Sorn', 'Pake', 'EasyLove', 'Shaoran'];['Rika (Vũ Tuấn Mạnh)', 'Potm', 'Artifact', 'Clear (Trịnh Ngọc Anh Tuấn)', 'Kidz']
VCS/2018_Season/Spring_Season;2018-03-11;8.4;Friends Forever Gaming;Young Generation;Friends Forever Gaming;['Rakan', 'Camille', 'Jarvan IV', 'Taric', 'Braum'];['Tahm Kench', 'Sejuani', 'Ryze', 'Thresh', 'Alistar'];"['Sion', ""Kha'Zix"", 'Taliyah', 'Tristana', 'Shen']";"[""Cho'Gath"", 'Lee Sin', 'LeBlanc', 'Ezreal', 'Leona']";['KingJ', 'Sena', 'Lies (Ông Gia Nguyên)', 'Celebrity', 'Sergh'];['YT', 'Venus', 'Naul', 'BigKoro', 'Palette']
VCS/2018_Season/Spring_Season;2018-03-11;8.4;Young Generation;Friends Forever Gaming;Young Generation;['Tahm Kench', 'Tristana', 'Taliyah', 'Braum', 'Alistar'];"['Rakan', 'Camille', ""Kha'Zix"", 'Taric', 'Janna']";['Gnar', 'Jarvan IV', 'Ryze', 'Varus', 'Shen'];"['Sion', 'Sejuani', 'Cassiopeia', ""Kog'Maw"", 'Thresh']";['YT', 'Venus', 'Naul', 'BigKoro', 'Palette'];['KingJ', 'Sena', 'Lies (Ông Gia Nguyên)', 'Celebrity', 'Sergh']
VCS/2018_Season/Spring_Season;2018-03-11;8.4;Friends Forever Gaming;Young Generation;Friends Forever Gaming;['Rakan', 'Jarvan IV', 'Camille', 'Azir', 'Syndra'];"['Tahm Kench', ""Kha'Zix"", 'Taliyah', 'Thresh', 'Sion']";['Swain', 'Sejuani', 'Ryze', 'Tristana', 'Alistar'];"[""Cho'Gath"", 'Nidalee', 'Cassiopeia', 'Caitlyn', 'Braum']";['KingJ', 'Sena', 'Lies (Ông Gia Nguyên)', 'Celebrity', 'Sergh'];['YT', 'Venus', 'Naul', 'BigKoro', 'Palette']
VCS/2018_Season/Spring_Season;2018-03-11;8.4;FTV Esports;EVOS Esports;EVOS Esports;"[""Kha'Zix"", 'Gnar', 'Camille', 'Nidalee', 'Sejuani']";['Galio', 'Janna', 'Azir', 'Sion', 'Taliyah'];['Gangplank', 'Olaf', 'Cassiopeia', 'Ezreal', 'Alistar'];"[""Cho'Gath"", ""Rek'Sai"", 'Ryze', 'Xayah', 'Rakan']";['SunSieu', 'Knight (Vũ Hồng Sơn)', 'Victory', 'Slayder', 'Akeno'];['Stark (Phan Công Minh)', 'YiJin', 'Warzone', 'Slay', 'RonOP']
VCS/2018_Season/Spring_Season;2018-03-11;8.4;EVOS Esports;FTV Esports;EVOS Esports;['Galio', 'Janna', 'Rakan', 'Poppy', 'Sion'];['Olaf', 'Gnar', 'Camille', 'Tahm Kench', 'Taric'];"[""Cho'Gath"", ""Kha'Zix"", 'Azir', 'Ezreal', 'Braum']";['Maokai', 'Skarner', 'Ryze', 'Tristana', 'Alistar'];['Stark (Phan Công Minh)', 'YiJin', 'Warzone', 'Slay', 'RonOP'];['SunSieu', 'Knight (Vũ Hồng Sơn)', 'Victory', 'Slayder', 'Akeno']
VCS/2018_Season/Spring_Season;2018-03-10;8.4;Hall of Fame;Ultimate;Ultimate;"['Jarvan IV', ""Kha'Zix"", 'Xayah', 'Tahm Kench', 'Braum']";['Skarner', 'Galio', 'Ryze', 'Taliyah', 'Cassiopeia'];"[""Cho'Gath"", 'Jax', 'Corki', 'Caitlyn', 'Rakan']";['Gnar', 'Sejuani', 'Azir', 'Varus', 'Poppy'];['LL (Ngô Minh Quân)', 'Sorn', 'Pake', 'EasyLove', 'Shaoran'];['Calm (Đinh Trọng Quyết)', 'Spot', 'Blazes', 'Zin', 'Tear (Nguyễn Chiến Thắng)']
VCS/2018_Season/Spring_Season;2018-03-10;8.4;Ultimate;Hall of Fame;Ultimate;['Skarner', 'Rakan', 'Varus', 'Thresh', 'Tristana'];['Jarvan IV', 'Olaf', 'Sejuani', 'Braum', 'Sion'];"['Poppy', ""Kha'Zix"", 'Galio', 'Caitlyn', 'Tahm Kench']";['Camille', 'Jax', 'Azir', 'Xayah', 'Janna'];['Calm (Đinh Trọng Quyết)', 'Spot', 'Blazes', 'Zin', 'Tear (Nguyễn Chiến Thắng)'];['LL (Ngô Minh Quân)', 'Sorn', 'Pake', 'EasyLove', 'Shaoran']
VCS/2018_Season/Spring_Season;2018-03-10;8.4;Cherry Esports;GIGABYTE Marines;Cherry Esports;['Tristana', 'Rakan', 'Sion', 'Nidalee', 'Maokai'];['Ryze', 'Olaf', 'Galio', 'Sejuani', 'Camille'];"['Ornn', ""Kha'Zix"", 'Azir', 'Ezreal', 'Janna']";"[""Cho'Gath"", 'Skarner', 'Corki', 'Varus', 'Tahm Kench']";['Rika (Vũ Tuấn Mạnh)', 'Potm', 'Artifact', 'Clear (Trịnh Ngọc Anh Tuấn)', 'Kidz'];['Archie (Trần Minh Nhựt)', 'KrissKyle', 'PetLand', 'Noway (Nguyễn Vũ Long)', 'Sya']
VCS/2018_Season/Spring_Season;2018-03-10;8.4;GIGABYTE Marines;Cherry Esports;GIGABYTE Marines;"['Ryze', 'Galio', 'Olaf', ""Cho'Gath"", 'Sejuani']";['Sion', 'Rakan', 'Azir', 'Cassiopeia', 'Corki'];['Maokai', 'Nidalee', 'Lucian', 'Varus', 'Thresh'];['Poppy', 'Lee Sin', 'Taliyah', 'Caitlyn', 'Janna'];['Archie (Trần Minh Nhựt)', 'KrissKyle', 'PetLand', 'Noway (Nguyễn Vũ Long)', 'Sya'];['Rika (Vũ Tuấn Mạnh)', 'Potm', 'Artifact', 'Clear (Trịnh Ngọc Anh Tuấn)', 'Kidz']
VCS/2018_Season/Spring_Season;2018-03-10;8.4;Cherry Esports;GIGABYTE Marines;Cherry Esports;['Tristana', 'Rakan', 'Azir', 'Gnar', 'Galio'];['Ryze', 'Varus', 'Caitlyn', 'Braum', 'Tahm Kench'];['Sion', 'Olaf', 'Syndra', 'Ezreal', 'Janna'];['Urgot', 'Jarvan IV', 'Cassiopeia', 'Xayah', 'Alistar'];['Rika (Vũ Tuấn Mạnh)', 'Potm', 'Artifact', 'Clear (Trịnh Ngọc Anh Tuấn)', 'Kidz'];['Archie (Trần Minh Nhựt)', 'KrissKyle', 'PetLand', 'Noway (Nguyễn Vũ Long)', 'Sya']
VCS/2018_Season/Spring_Season;2018-03-09;8.4;EVOS Esports;Friends Forever Gaming;EVOS Esports;['Jarvan IV', 'Tristana', 'Sejuani', 'Ryze', 'Skarner'];"['Camille', ""Kha'Zix"", 'Nidalee', 'Tahm Kench', 'Gnar']";"[""Cho'Gath"", 'Olaf', 'Taliyah', 'Caitlyn', 'Alistar']";['Sion', 'Zac', 'Cassiopeia', 'Xayah', 'Rakan'];['Stark (Phan Công Minh)', 'YiJin', 'Warzone', 'Slay', 'RonOP'];['KingJ', 'Sena', 'Lies (Ông Gia Nguyên)', 'Celebrity', 'Sergh']
VCS/2018_Season/Spring_Season;2018-03-09;8.4;Friends Forever Gaming;EVOS Esports;EVOS Esports;['Camille', 'Gnar', 'Sejuani', 'Azir', 'Ryze'];['Sion', 'Tristana', 'Tahm Kench', 'Alistar', 'Braum'];['Poppy', 'Nidalee', 'Taliyah', 'Caitlyn', 'Leona'];"['Ornn', ""Kha'Zix"", 'Ahri', 'Xayah', 'Rakan']";['KingJ', 'DNK', 'Lies (Ông Gia Nguyên)', 'Celebrity', 'Sergh'];['Stark (Phan Công Minh)', 'YiJin', 'Warzone', 'Slay', 'RonOP']
VCS/2018_Season/Spring_Season;2018-03-09;8.4;Hall of Fame;Young Generation;Hall of Fame;['Jarvan IV', 'Sejuani', 'Olaf', 'Galio', 'Syndra'];['Skarner', 'Jax', 'Camille', 'Gnar', 'Renekton'];"[""Cho'Gath"", ""Rek'Sai"", 'Cassiopeia', 'Tristana', 'Rakan']";"['Sion', ""Kha'Zix"", 'Taliyah', 'Xayah', 'Janna']";['LL (Ngô Minh Quân)', 'Sorn', 'Pake', 'EasyLove', 'Shaoran'];['Ren', 'Venus', 'Naul', 'BigKoro', 'Palette']
VCS/2018_Season/Spring_Season;2018-03-09;8.4;Young Generation;Hall of Fame;Hall of Fame;['Skarner', 'Thresh', 'Ryze', 'Taliyah', 'Cassiopeia'];['Jarvan IV', 'Sejuani', 'Olaf', 'Gangplank', 'Taric'];"['Ornn', ""Kha'Zix"", 'Galio', 'Caitlyn', 'Morgana']";['Camille', 'Jax', 'Azir', 'Xayah', 'Rakan'];['Ren', 'Venus', 'Naul', 'BigKoro', 'Palette'];['LL (Ngô Minh Quân)', 'Sorn', 'Pake', 'EasyLove', 'Shaoran']
VCS/2018_Season/Spring_Season;2018-03-08;8.4;Ultimate;GIGABYTE Marines;Ultimate;['Sion', 'Skarner', 'Caitlyn', 'Cassiopeia', 'Taliyah'];"['Galio', 'Olaf', 'Rakan', 'Sejuani', ""Kha'Zix""]";['Poppy', 'Zac', 'Ryze', 'Varus', 'Janna'];['Volibear', 'Jarvan IV', 'Corki', 'Tristana', 'Tahm Kench'];['Calm (Đinh Trọng Quyết)', 'Spot', 'Blazes', 'Zin', 'Tear (Nguyễn Chiến Thắng)'];['Nevan', 'Ciel (Trần Tiến Thịnh)', 'PetLand', 'Noway (Nguyễn Vũ Long)', 'Archie (Trần Minh Nhựt)']
VCS/2018_Season/Spring_Season;2018-03-08;8.4;GIGABYTE Marines;Ultimate;Ultimate;['Ryze', 'Galio', 'Olaf', 'Gnar', 'Azir'];['Sion', 'Camille', 'Sejuani', 'Cassiopeia', 'Corki'];['Maokai', 'Graves', 'Orianna', 'Xayah', 'Rakan'];"[""Cho'Gath"", 'Jarvan IV', 'Taliyah', 'Caitlyn', 'Braum']";['Nevan', 'KrissKyle', 'PetLand', 'Noway (Nguyễn Vũ Long)', 'Archie (Trần Minh Nhựt)'];['Calm (Đinh Trọng Quyết)', 'Spot', 'Blazes', 'Zin', 'Tear (Nguyễn Chiến Thắng)']
VCS/2018_Season/Spring_Season;2018-03-08;8.4;FTV Esports;Cherry Esports;FTV Esports;['Olaf', 'Tahm Kench', 'Ryze', 'Cassiopeia', 'Taliyah'];"['Rakan', 'Skarner', 'Azir', 'Jarvan IV', ""Kha'Zix""]";['Maokai', 'Nidalee', 'Galio', 'Tristana', 'Alistar'];['Camille', 'Sejuani', 'Corki', 'Caitlyn', 'Braum'];['SunSieu', 'Knight (Vũ Hồng Sơn)', 'Victory', 'Slayder', 'Akeno'];['Ikaros (Lư Chấn Hưng)', 'Potm', 'Artifact', 'Clear (Trịnh Ngọc Anh Tuấn)', 'Kidz']
VCS/2018_Season/Spring_Season;2018-03-08;8.4;Cherry Esports;FTV Esports;FTV Esports;"['Tristana', 'Camille', 'Taliyah', 'Jarvan IV', ""Kha'Zix""]";['Olaf', 'Ryze', 'Tahm Kench', 'Gangplank', 'Sion'];['Illaoi', 'Lee Sin', 'Azir', 'Caitlyn', 'Braum'];['Gnar', 'Skarner', 'Galio', 'Xayah', 'Rakan'];['Ikaros (Lư Chấn Hưng)', 'Potm', 'Artifact', 'Clear (Trịnh Ngọc Anh Tuấn)', 'Kidz'];['SunSieu', 'Knight (Vũ Hồng Sơn)', 'Victory', 'Slayder', 'Akeno']
VCS/2018_Season/Spring_Season;2018-03-08;8.4;FTV Esports;Cherry Esports;Cherry Esports;['Caitlyn', 'Camille', 'Rakan', 'Gangplank', 'Gnar'];['Tristana', 'Jayce', 'Janna', 'Alistar', 'Braum'];['Sion', 'Jarvan IV', 'Ryze', 'Kalista', 'Taric'];['Illaoi', 'Olaf', 'Azir', 'Varus', 'Tahm Kench'];['SunSieu', 'Knight (Vũ Hồng Sơn)', 'Victory', 'Slayder', 'Akeno'];['Ikaros (Lư Chấn Hưng)', 'Potm', 'Artifact', 'Clear (Trịnh Ngọc Anh Tuấn)', 'Kidz']
VCS/2018_Season/Spring_Season;2018-03-04;8.3;EVOS Esports;Young Generation;Young Generation;['Rakan', 'Zoe', 'Galio', 'Sejuani', 'Alistar'];"['Camille', ""Kha'Zix"", 'Kalista', 'Skarner', 'Janna']";['Gnar', 'Nidalee', 'Azir', 'Ezreal', 'Braum'];['Sion', 'Zac', 'Taliyah', 'Caitlyn', 'Zyra'];['Stark (Phan Công Minh)', 'YiJin', 'Warzone', 'Slay', 'RonOP'];['Ren', 'Venus', 'Naul', 'BigKoro', 'Palette']
VCS/2018_Season/Spring_Season;2018-03-04;8.3;Young Generation;EVOS Esports;EVOS Esports;['Camille', 'Jayce', 'Gnar', 'Taric', 'Braum'];['Rakan', 'Sion', 'Gangplank', 'Thresh', 'Alistar'];['Kennen', 'Jarvan IV', 'Galio', 'Kalista', 'Nami'];"['Ornn', ""Kha'Zix"", 'Corki', 'Ezreal', 'Janna']";['Ren', 'Venus', 'Naul', 'BigKoro', 'Palette'];['Stark (Phan Công Minh)', 'YiJin', 'Warzone', 'Slay', 'RonOP']
VCS/2018_Season/Spring_Season;2018-03-04;8.3;EVOS Esports;Young Generation;Young Generation;['Taliyah', 'Ryze', 'Azir', 'Sion', 'Ornn'];"['Camille', ""Kha'Zix"", 'Kalista', 'Alistar', 'Braum']";['Gnar', 'Sejuani', 'Galio', 'Varus', 'Leona'];['Gangplank', 'Jarvan IV', 'Zoe', 'Xayah', 'Rakan'];['Stark (Phan Công Minh)', 'YiJin', 'Warzone', 'Slay', 'RonOP'];['Ren', 'Venus', 'Naul', 'BigKoro', 'Palette']
VCS/2018_Season/Spring_Season;2018-03-04;8.3;Friends Forever Gaming;Cherry Esports;Cherry Esports;"['Azir', 'Zoe', 'Caitlyn', ""Kha'Zix"", 'Jarvan IV']";['Taliyah', 'Tristana', 'Sejuani', 'Braum', 'Janna'];['Ornn', 'Skarner', 'Ryze', 'Varus', 'Shen'];['Sion', 'Camille', 'Cassiopeia', 'Kalista', 'Tahm Kench'];['KingJ', 'Heaven (Quách Đăng Phi)', 'Lies (Ông Gia Nguyên)', 'Celebrity', 'Sergh'];['Ikaros (Lư Chấn Hưng)', 'Potm', 'Artifact', 'Clear (Trịnh Ngọc Anh Tuấn)', 'Kidz']
VCS/2018_Season/Spring_Season;2018-03-04;8.3;Cherry Esports;Friends Forever Gaming;Cherry Esports;"[""Kha'Zix"", 'Taliyah', 'Tristana', 'Galio', 'Kalista']";['Ryze', 'Azir', 'Zoe', 'Cassiopeia', 'Vladimir'];['Gangplank', 'Sejuani', 'Ekko', 'Caitlyn', 'Braum'];['Sion', 'Jarvan IV', 'Syndra', 'Jinx', 'Tahm Kench'];['Ikaros (Lư Chấn Hưng)', 'Potm', 'Artifact', 'Clear (Trịnh Ngọc Anh Tuấn)', 'Kidz'];['KingJ', 'Sena', 'Lies (Ông Gia Nguyên)', 'Celebrity', 'Sergh']
VCS/2018_Season/Spring_Season;2018-03-03;8.3;GIGABYTE Marines;Hall of Fame;GIGABYTE Marines;['Galio', 'Camille', 'Thresh', 'Gnar', 'Azir'];['Sion', 'Tahm Kench', 'Kalista', 'Corki', 'Sejuani'];['Ornn', 'Jarvan IV', 'Cassiopeia', 'Xayah', 'Rakan'];['Renekton', 'Skarner', 'Ryze', 'Ezreal', 'Alistar'];['Nevan', 'Ciel (Trần Tiến Thịnh)', 'Zeroday', 'Noway (Nguyễn Vũ Long)', 'Archie (Trần Minh Nhựt)'];['LL (Ngô Minh Quân)', 'Xuhao', 'Pake', 'Minas', 'Shaoran']
VCS/2018_Season/Spring_Season;2018-03-03;8.3;Hall of Fame;GIGABYTE Marines;GIGABYTE Marines;['Sion', 'Tahm Kench', 'Skarner', 'Ryze', 'Azir'];['Galio', 'Camille', 'Thresh', 'Xayah', 'Gnar'];['Vladimir', 'Sejuani', 'Corki', 'Tristana', 'Rakan'];['Ornn', 'Jarvan IV', 'Cassiopeia', 'Kalista', 'Leona'];['LL (Ngô Minh Quân)', 'Xuhao', 'Pake', 'Minas', 'Shaoran'];['Nevan', 'Ciel (Trần Tiến Thịnh)', 'PetLand', 'Noway (Nguyễn Vũ Long)', 'Archie (Trần Minh Nhựt)']
